element,level,t,r,theta,phi,Interval size
0,0,0.0,0.0,0,0,3927
1,1,0.0631352385797912,0.04365368219958685,-1.834398248971594,0.4961530647325731,3927
2,1,0.0635710753894454,0.052894808747403106,-1.3621983121683294,0.392008016981339,3927
3,1,0.09244119669156836,0.08916479853264123,-2.172524918257297,1.4856889918047727,3927
4,1,0.09277924617268574,0.08103813097882902,-2.2018784310786823,1.3716429739641538,3927
10,1,0.13774071869793147,0.12650058597241287,-2.9865727916384768,2.430147138682788,3927
9,2,0.13454465154919049,0.10685512293821481,-2.3440636171565097,0.31395230478260544,3927
24,2,0.17028469699029136,0.10966572839085488,3.034211819474836,2.337174050271113,3927
25,2,0.17108769054193096,0.0384612922768206,-2.4644755147752457,1.517636177148044,3927
36,2,0.19137246181127243,0.059441304200036724,-2.9616289140368486,2.6263467276394374,3927
67,2,0.22020006052067964,0.06848712478875159,2.628801411746004,1.8137390149358183,3927
33,3,0.1857243525053216,0.09101171495569936,-2.7943909288364797,0.74756129961968,3927
40,3,0.1932463189107324,0.11309317621835743,1.8898258207592404,0.31303544222512286,3927
56,3,0.20785175439442072,0.07484522348906007,-3.136182011389274,0.47768781422022355,3927
62,3,0.2115965691782219,0.11342932900577767,2.7279192760488917,0.03185434834604011,3927
101,3,0.24285294783214217,0.06834901963796669,2.788923625469853,1.827075783079375,3927
117,3,0.2500969839010907,0.09061774403910643,1.9865308936862338,2.9116399386710787,3927
129,4,0.25500749572401926,0.08023094173087368,-2.8154641990534306,1.127277809632644,3927
167,4,0.26962868960607833,0.05588426257638506,2.448789510569047,1.7725324994031013,3927
196,4,0.2799703338719889,0.07375206481254018,-0.5492348449462068,0.5502728323784973,3927
215,4,0.2877685645944832,0.10934166880478954,1.3033795136929038,2.7449560662488706,3927
261,4,0.3043404463410806,0.12507564047004027,1.2635191214453119,1.0953414501342562,3927
279,5,0.3087965907896608,0.09615535200294835,3.1118349315629557,0.9239795847567583,3927
495,5,0.36102335857134193,0.09039819455036663,0.5488327148563423,1.1216041431026489,3927
531,5,0.3669699570218763,0.09962060294969978,0.7924612422808511,1.2180637437600494,3927
549,5,0.3701333316946218,0.06527239701710683,0.8974661023715281,2.3136034885647336,3927
577,6,0.3740825512398147,0.051824083223819595,-2.4667581954980653,0.7231352784599238,3927
781,6,0.39996812801919135,0.1090240252384435,0.8063426049169559,1.1596019881604582,3927
1078,6,0.43301645072346884,0.0871527950945741,1.086676302037805,1.731373151828789,3927
915,7,0.414502323039189,0.04010782943335936,2.963388937717588,0.916351428008952,3927
1302,7,0.45404436403084036,0.10033526280132735,1.0146930556783027,1.6054574535928667,3927
2085,8,0.5106559357444446,0.09058790974152527,1.173255815325775,1.1387857751169754,3927
2817,9,0.5654898664370318,0.0646920821064021,1.4063864899048792,1.2142361788103522,3927
3245,10,0.6132492964668023,0.0664021589368155,1.3679326005420607,1.8157163415517354,3927
3511,11,0.6568626564004674,0.09133316147273692,1.2616551609486366,1.676119291544806,3927
3539,11,0.6623998513178179,0.10505836850911915,1.4655298891979496,1.982183210963084,3927
3863,12,0.7850895262765994,0.038392529441349514,-0.174476300088285,2.135038727813224,3927
3889,13,0.8219637041538137,0.05131872467947817,-1.0336851930530202,2.030660835171198,3927
3915,14,0.8618565410680176,0.07423699926783635,-0.6553052436224852,1.9761294923060762,3927
3922,14,0.8912100373846671,0.06813266994797014,0.48104422142347664,2.716302266094542,3927
3925,15,0.907667663732026,0.08634732366385253,-0.15238968652335744,1.715723400867722,3927
3926,15,0.9124684130465959,0.07237670202053531,-0.20377237639868992,1.6747269328229304,3927
3927,15,0.9506603983797325,0.035141147749181284,-0.9254267791713611,2.3667006387402276,3927
3928,16,1.0,0.0,0,0,3927
0,0,0.0,0.0,0,0,3927
5,1,0.11513961060713096,0.03379544302810706,1.867800742386496,1.3013072854536654,3927
