0,0,0.0,0.0,0.0,0.0
1077,1,0.10682092194190562,0.09681290450625805,0.43314679100699194,1.4584507072036412
2100,2,0.21220099569396333,0.08956595412152706,0.6635040492047694,2.332397214775562
2299,2,0.23134861191942102,0.08797406102347813,-0.978782254821456,1.1905848761761855
2663,3,0.265935299411466,0.09826759638161767,-1.016324043703824,1.331959859714279
2676,3,0.26707368885872096,0.05827918963477433,1.541050151612185,2.653892173309006
3013,4,0.29975359531108825,0.08093104870651345,-0.9507195370567112,1.40102204330375
3419,4,0.34426667979219916,0.15280622119797682,-1.4005523605387264,1.0971658590928683
3525,4,0.354984131271019,0.11115979127105838,2.9157721026935413,2.3226194536774796
4034,5,0.403310088164608,0.1473310974153314,2.878950581526656,2.1171904381111237
4138,5,0.4142237524081449,0.16073353494875267,-1.6728195844473321,1.1695852807181024
4675,6,0.46961678353660097,0.17936447042395076,-1.7891979952398256,0.9140992488091011
4888,6,0.49075865064647195,0.14130893283118853,2.687796049765464,1.5948855475719186
5539,7,0.5548036358552791,0.12320762825844578,2.7863180378792323,1.612037824253924
5542,7,0.5550749501979011,0.186112923368777,-2.1685316326768724,0.8646912133893048
5843,7,0.5881123884533822,0.14254573698162595,-2.920439439802861,1.54813385106473
6299,8,0.6355972225886252,0.20460535850481684,-2.4667232078249244,0.8550953933990579
6852,8,0.6923837934215551,0.17579129345330669,-2.9020202226320664,2.331110964573822
7009,8,0.707070216082083,0.16676262390459537,-2.819682458832571,1.3054035981855887
7510,9,0.7535819831873903,0.15316732722470663,-2.81291808497326,2.3791604433204934
7823,9,0.783503833541845,0.15762754465608983,-2.3706910864283905,1.321297357188914
7875,10,0.7893188798051907,0.15283562206554663,-2.6948775133278176,2.4747751180875253
8154,10,0.8161486981028261,0.16259249351475266,-2.3560489306739,1.2544723726869424
8552,11,0.8564405359372634,0.11787960855911264,-2.5531783075961014,2.5463944139854227
8934,11,0.8964116803596526,0.09925695702093289,-2.645869137419978,1.250334110985885
9999,12,1.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
695,1,0.06939928859262257,0.03331153039516349,1.0141968741559173,2.612320238465456
993,1,0.09867588503414315,0.09738374361911122,-0.3984860373935016,1.5423534354463289
1582,2,0.158048968535891,0.11983812783115738,-0.3100653277384631,1.5397862141825038
1952,2,0.19700882887750726,0.1451430925739348,1.3393602489159306,2.0856630332904715
1953,2,0.19705513852543932,0.10801869030600374,0.23170563319945295,1.3127692698635913
2936,3,0.2912672495692209,0.08690658271246525,0.9257972937782071,1.5440986900672142
2949,3,0.2922800904123447,0.11133838985060705,0.8977555256523986,0.6818652757736661
3773,4,0.3746124477935783,0.10016481743045756,1.463733496161391,1.2748627013285039
4375,5,0.43968931219835017,0.07761495578609587,1.7927720532847018,0.8480597266699113
5065,6,0.5071237581165776,0.09096259186905375,1.2190335283453329,1.0485522934307068
5251,6,0.5252295266024387,0.07344382270076834,2.31867438724512,1.547410935907261
6011,7,0.6034126556014672,0.059979423241795136,2.582568851722233,1.0158352018123489
7024,8,0.7012548952269297,0.07613787524734487,-2.96714196521131,1.7556138574270181
7541,9,0.7523246852783853,0.07903224287992651,3.128568442637693,2.131047264947164
7707,9,0.7700151822469729,0.06311866370958455,-2.7855959402092423,2.6699796237396125
8068,10,0.8086136187081769,0.07738098131490606,2.6428431705976325,2.495316817826553
8893,11,0.8894942552259052,0.07123852364677914,2.087791849438343,1.6450867570127512
9999,12,1.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
1227,1,0.12037737808551119,0.10186120955449646,-2.2184615575524305,2.66342743711574
1234,1,0.12162650487657845,0.10414529618934976,3.0906001696056884,1.120467497011346
1682,1,0.16626563965727437,0.08171996758078479,-1.9103958153680165,1.9627330596310242
1755,1,0.1730934088462337,0.13759412157304177,-0.6406297167938845,0.8165255322180943
1971,1,0.19582772902089252,0.18814849222449062,-2.3742879521965876,0.5850993723045403
1592,2,0.15895152219532205,0.09780116099392189,-3.128927544508078,1.1310792842035338
1657,2,0.16446921341868803,0.09525732466660078,-2.300714852795927,2.7898718239554716
2159,2,0.21662612258007807,0.10068279056507466,-1.5270053650602584,2.2067251278363833
2218,2,0.22410362895704616,0.13702868471428076,-0.7846818833167121,0.5684409219818319
2834,2,0.2835036640058475,0.2100628202563465,-1.8889048403659987,0.34174155912435783
3061,3,0.3063990164317877,0.10045768025532373,-1.8299515664303672,2.0786572343072733
3077,3,0.30828396557963456,0.2014363469055974,-2.63268798128532,0.43919974788518007
3078,3,0.30831431603784587,0.15972343786993254,0.15291500017728804,0.6258163023501734
3098,3,0.31078829675910846,0.17203282261373798,-2.06217363166609,0.3755143753177755
3128,3,0.31415185627922193,0.06205898433788082,-2.9553639127335507,1.4430526674285298
3141,3,0.31535713381065156,0.1604199373593198,-1.9042347420287633,2.4541563276527723
3322,3,0.334035525865752,0.21486794105887816,-2.2060590783433605,0.4785559819711952
3387,3,0.34049805765678276,0.16129398079864685,-1.9819390830232346,1.8055046974336608
3398,3,0.3410508209481855,0.19968326346356477,-2.007606404146913,1.9226385894286038
3600,4,0.36031342851900394,0.1575892921044206,0.0476099146277253,0.5526647496745091
3620,4,0.36177370027051703,0.04041183873806414,-2.511555164762395,1.563291311109836
3782,4,0.37854249501974513,0.18662424698874688,-2.285298847404676,0.5644819927228523
3905,4,0.39264384048251033,0.15995323244771037,-1.8603309314631948,1.9859733093235366
4409,5,0.44087788142627693,0.20139509507164538,-0.5238157297185472,0.7278216434674288
4538,5,0.45560873536495183,0.07968911604664435,-1.3992036086527482,1.5621933082015294
4577,5,0.460642379699969,0.1732091606187147,-1.5566116297921266,0.40856789346295724
4697,5,0.47372867044752087,0.09078995228282408,-1.9560770823425873,1.7114003471329735
4775,5,0.4822699535753725,0.060491824488537384,-0.3896801841463033,0.8366302104101921
5050,6,0.5095983695692813,0.1995082166713217,-0.9440231050258077,0.6315008427636308
5216,6,0.5267179841096663,0.06061035243631278,-1.6319926662545345,2.4420678153039126
5514,6,0.5566408276657806,0.16143398400374745,-0.3840633624041956,0.5597653402728451
5660,6,0.5712080857673921,0.09721355145832436,-0.8873886533076358,1.5820100959337464
5609,7,0.566611518138296,0.2241551106692529,-0.5977634541908649,0.5883357983225086
5634,7,0.5695340915063423,0.24931156712955385,-0.8448655828206413,0.7346505081966705
5827,7,0.589028295765636,0.15782075956041514,-0.6605087756995024,0.7531654833894068
5959,7,0.6007998333346586,0.13945511147091688,-0.30051390376036063,0.4369643504248786
6056,7,0.6100938399691166,0.08463913982222965,-0.7197691130685251,1.9014238501887708
6189,7,0.6232377006676985,0.09629032893472851,-1.049877139105843,1.0973355103540654
5949,8,0.5997877375889806,0.2512696756479526,-0.8795249038709734,0.7631813602543662
6726,8,0.6746806920098012,0.1713242199391775,-0.18597435340753982,0.7228112510666657
7013,8,0.7013634794070249,0.1318683621307431,1.0129669233037946,0.3383786070606473
7118,8,0.7119124408488616,0.08193764817135048,-0.296211263219119,0.9493947546891316
6694,9,0.6716239865961586,0.22459667616387827,-0.9844450393180108,0.8096938930140771
