element,level,t,r,theta,phi,Interval size,Height,D
10,1,1.096603744431357,1.0151198900968135,-2.272924760024679,2.5764957464517537,7854,10,4
12,1,1.1604888294728855,0.5540199294673821,-2.3589722791339045,1.7681918675869095,7854,10,4
13,1,1.1785303780413836,0.7625006384147213,-2.7705442911121927,2.3730766947045865,7854,10,4
20,1,1.293513019664887,0.733090964545117,-2.3154950678022863,1.784138034138769,7854,10,4
8,2,1.0600719767684685,0.4959224520123363,-1.5563770958948315,2.798584016657699,7854,10,4
15,2,1.2039717189339616,0.3915908837044219,2.7247320814450737,2.6128275174151065,7854,10,4
18,2,1.2753873377440583,0.7774238301043391,0.9287264505648659,0.5270702321059881,7854,10,4
21,2,1.3273319853031784,0.6751059999986723,0.955720541291734,0.4428094949571008,7854,10,4
28,2,1.4323362332625678,0.7197155753676712,-2.756792698631051,2.292308355458926,7854,10,4
29,2,1.4385660192499028,0.7523627920906523,-2.1418836130860845,2.399556964165136,7854,10,4
31,2,1.447757144534022,0.8968378929583022,-0.7159444307727167,0.41905398270228933,7854,10,4
37,2,1.5220279366181955,0.5944606735013946,-2.4331974192949115,1.6663782107536635,7854,10,4
81,2,1.8598280791075528,1.3049355988819,-0.23215564084426638,1.6122309926729927,7854,10,4
49,3,1.6433220378407642,0.2998158444860029,-0.10562843566901726,1.7341285549812315,7854,10,4
73,3,1.8234679797129438,0.8385897672504046,-1.640531482469784,0.5256003165884038,7854,10,4
77,3,1.8430852662253272,0.7492854107660005,-2.606748709382387,2.370554389401252,7854,10,4
79,3,1.8529019106981215,0.6879334980033112,-1.2504927953615432,0.5801590612172605,7854,10,4
87,3,1.8825799884857686,1.1669550285411436,0.479719694422205,0.8012873506589953,7854,10,4
95,3,1.9483474165253256,1.3317020071117056,0.8152552359072474,0.5846522520032168,7854,10,4
113,3,2.0236636205388314,0.6868521622259516,-1.2206883354655793,0.9672057195604299,7854,10,4
124,3,2.0908774173895095,0.28610693055556197,-2.3449327972447556,0.6578609347853371,7854,10,4
137,3,2.1489370341218383,1.2597553607659353,2.875470447030138,2.1312041879464294,7854,10,4
174,3,2.2528282396876618,1.6201098900846143,-0.3662126805306688,1.5749779655554934,7854,10,4
191,3,2.342722770648067,1.6061776540032084,-0.274014693930283,1.6883024356612493,7854,10,4
160,4,2.2255173427962704,0.667636019474893,-2.0126677783635043,2.677748923368625,7854,10,4
182,4,2.3094103042030936,0.7855693929065648,-1.6116782278526616,0.9886586934106386,7854,10,4
193,4,2.3456083502428116,1.3573645219863126,0.17105536981217084,0.6080102719223773,7854,10,4
194,4,2.3476537033039477,0.667981883772908,2.9582044298029415,2.271630705690646,7854,10,4
214,4,2.4465955352109168,1.3675748901231184,1.1411444129847972,0.7607456642250201,7854,10,4
223,4,2.4530366545567084,0.5358224339975318,-0.6596839550964464,1.1598506004371747,7854,10,4
240,4,2.4952146479235413,1.5913837544703013,0.8176356216816827,0.9335536413760754,7854,10,4
277,4,2.5791806729770705,0.5896360971395772,-1.6447866071050066,0.1542499561773603,7854,10,4
339,4,2.7218753327426857,1.4237476787884191,2.8678495496031484,1.8757845906840533,7854,10,4
485,4,2.968312427106202,2.0304113483799577,-0.2563887996320776,1.502668381762514,7854,10,4
563,4,3.0823935518918386,1.8709732654189566,-0.4373753500219221,1.6217496678535606,7854,10,4
345,5,2.728472827885855,0.6514124529984333,-1.0638798351537697,1.278574140651681,7854,10,4
349,5,2.731912765964956,0.7661703115955102,-0.685232747553151,2.7902740592573623,7854,10,4
409,5,2.8463033199814705,1.6271558792140133,0.9836612348114153,0.9065650225767947,7854,10,4
552,5,3.069580041008757,0.41610025147840635,3.07157997304103,0.7459520416222793,7854,10,4
586,5,3.114592404803803,0.5386501946729032,0.826807550602388,2.3673850941964236,7854,10,4
653,5,3.1907647668556405,0.30005357177356823,1.0380127610917425,2.653403556733913,7854,10,4
659,5,3.198463922617308,0.9414906785141312,0.24671830884049983,0.5833325406807098,7854,10,4
706,5,3.2538673133151774,1.8019150696816244,2.66062936510049,1.7848836093373905,7854,10,4
754,5,3.334014095906357,1.987404856658897,-0.35815094475287784,1.5707871614958393,7854,10,4
579,6,3.107011208908901,0.8269517776487532,-1.3505742637015128,1.5954379067210251,7854,10,4
791,6,3.370375412612663,0.5741998227216372,0.2995467532331115,2.148759068331672,7854,10,4
872,6,3.4475652815396964,1.3311817066345093,1.3656449927745289,0.809116732258716,7854,10,4
891,6,3.4615764465049814,0.7742929380011555,-0.7262025237525128,0.8362763837984365,7854,10,4
923,6,3.490740685313919,0.6587506050169499,2.9747353179008535,1.0735209880390904,7854,10,4
1039,6,3.586915920645283,2.0961438102938272,-0.3001223967872424,1.568708727493263,7854,10,4
1051,6,3.595185446968061,1.6058291702347598,2.551969204689968,1.845806086855927,7854,10,4
1500,6,3.923650542839331,0.5691479793913372,1.003738558995615,1.1246655415562135,7854,10,4
1471,7,3.9018738663002175,2.215742554896685,-0.26271769283659524,1.514808474935574,7854,10,4
1705,7,4.056543114771084,1.9350588796334989,2.535154574755477,1.9530258037976203,7854,10,4
1879,7,4.155118511124241,0.5970029060617476,1.150337301152262,1.193601418068212,7854,10,4
1912,7,4.171560430646072,0.4013953104503132,0.690420504879659,0.7439176837101492,7854,10,4
1931,7,4.178718018178311,1.5789542531544365,2.3372935645805373,2.010899343894275,7854,10,4
1970,7,4.202654822389883,0.6917083196324839,1.4655389860598234,0.4749474129220661,7854,10,4
1999,7,4.2188182730237695,1.1610843997655627,1.7250023661572658,0.9630466711765152,7854,10,4
2335,8,4.385877309860459,1.969335581915347,-0.26226786515635014,1.6213923292520045,7854,10,4
2337,8,4.3862048093619785,1.5300498594055394,2.356638904118972,1.9980961684196272,7854,10,4
3038,8,4.67918630468891,0.5805186827462803,1.3778066007891556,0.7963232165450146,7854,10,4
3118,8,4.708101212942416,0.953916039679759,1.8961896439460662,0.8356526537563896,7854,10,4
3183,8,4.733410835189337,2.2162320051766566,2.6151375554104166,1.7743324359425332,7854,10,4
3481,8,4.8353717839120804,1.16344529600205,1.7615886852287554,1.162075370045867,7854,10,4
3564,9,4.867892951913499,1.0737613258940006,2.4620393486856647,1.952969320580099,7854,10,4
3758,9,4.932420092231783,2.249648023681448,2.5433705557049326,1.7514062109458628,7854,10,4
3832,9,4.953487025787057,2.18878505979024,-0.29620000519890627,1.796069823669816,7854,10,4
4430,9,5.168595466543175,0.7742757154911452,1.941669717440414,0.8438575400178995,7854,10,4
5162,9,5.439847687756961,1.0776143011674926,2.3264190109366,1.1865154816763142,7854,10,4
4335,10,5.134365086932794,1.1545514757824729,2.6092519672333343,2.002851461139305,7854,10,4
5180,10,5.4460148977243685,2.0448098839509514,2.5561801963083655,1.9320541235916213,7854,10,4
5228,10,5.464200280981255,1.9373386677687727,-0.33686436595936325,1.9602425451282715,7854,10,4
5456,10,5.56064315820266,0.7708301333401492,1.9010821971110154,1.1560973178168168,7854,10,4
5788,10,5.701071812464047,1.2353399114088444,2.177515509164345,1.2213411834374641,7854,10,4
5871,11,5.745967233336944,1.0001955123885844,2.650365773649307,2.1348875865703247,7854,10,4
6080,11,5.86363115959525,0.7966458770442619,2.4805349357766797,1.717096253331295,7854,10,4
6100,11,5.871464303212894,2.0908543225289935,-0.4596079455201813,2.084028598819747,7854,10,4
6152,11,5.894506433509096,2.2035654208514592,2.4429280575868155,2.0469477685319797,7854,10,4
6215,11,5.930261347285317,1.5896670604764593,2.7616756562966023,1.5919774745829922,7854,10,4
6302,11,5.988001535022521,1.424151527542612,2.1204410563488674,1.3233783699525767,7854,10,4
6387,11,6.043713710852368,0.8177104107566482,1.6719993176180115,0.9200322043767478,7854,10,4
6419,11,6.068755344727005,1.946768086166219,2.2739078801716563,2.1408164592011456,7854,10,4
6564,12,6.167642339981718,1.2782876238642615,2.4780888464682707,1.9650863330326467,7854,10,4
6622,12,6.211964013577593,2.1235502383544143,-0.4062330380539842,2.147169228174716,7854,10,4
6823,12,6.372569633046132,1.5154105637017654,2.074875099643761,1.5650452049447998,7854,10,4
6903,12,6.4664094531206615,0.7549135997178129,1.0850404737609702,0.6103015915364715,7854,10,4
6936,12,6.49221043365452,1.4559951596837146,2.8351487378705844,1.6511585941509674,7854,10,4
7044,12,6.593437885818752,2.399247956302738,2.4689429970877055,2.195039274196189,7854,10,4
7057,12,6.6091036942681125,1.4411245701785043,2.714701886177223,1.681246361821744,7854,10,4
7280,12,6.893828955186404,1.7609085730631153,2.444731838413815,2.3567222097386074,7854,10,4
7270,13,6.88111505770745,1.7079329289714473,2.404261764801506,1.8427713775607675,7854,10,4
7316,13,6.939560378356107,1.2947245452939078,2.201960580581674,1.9584119493033447,7854,10,4
7334,13,6.970343805604671,1.7109082254624206,-0.393985900318228,1.9587633582298891,7854,10,4
7355,13,6.9993078423123425,0.5711935462663144,0.7926951252275247,0.8115488503584953,7854,10,4
7374,13,7.032241820013754,2.0385397981435553,2.4526128960728544,2.2123661619418384,7854,10,4
7379,13,7.039191399774854,0.3503975306710806,0.9168197267850395,1.3258014738039232,7854,10,4
7446,13,7.153285427191044,1.8294463115111415,2.616284757786061,2.323788607689595,7854,10,4
7497,13,7.2443046743014285,1.2146155437117754,2.620216888769076,1.8775094549662374,7854,10,4
7498,13,7.245828266754381,1.533221209242491,2.2178377355606487,2.326333567261593,7854,10,4
7524,13,7.290535506343816,1.532517067291406,1.942895944288663,2.163860992175648,7854,10,4
7562,13,7.384603891254505,1.7632521502776644,1.7995672747320344,2.509054138489094,7854,10,4
7508,14,7.2615728359168,1.526787518326573,-0.346276649656479,1.8774511716138864,7854,10,4
7584,14,7.440796853849962,1.177967744868286,2.7244761108028257,1.7853619890366685,7854,10,4
7627,14,7.555708813362986,0.4288300426723545,-1.5591114534068673,0.05636438380850273,7854,10,4
7628,14,7.560470220112572,0.5432805732524931,1.905661714255322,0.8004862499541686,7854,10,4
7697,14,7.740776334685913,1.6694532244916829,2.0692274662216072,2.2403477713482878,7854,10,4
7750,14,7.9664771289786716,1.4118887740262802,2.078363952227069,2.4054353376983038,7854,10,4
7663,15,7.64806119212524,1.3064842801610057,-0.4204857600212924,1.8153875988036572,7854,10,4
7728,15,7.861555652768221,1.41544886047826,2.5198330161125844,1.7299646033633747,7854,10,4
7739,15,7.925881699552288,1.5626895596192583,2.6834944567639822,1.8260636199126699,7854,10,4
7793,15,8.189695243564014,0.6500275652300148,1.8856249765983113,0.5782019409143666,7854,10,4
7796,15,8.1950276791149,0.8150280362104971,2.186636138979811,1.414804393259507,7854,10,4
7815,15,8.304838961421952,1.2675048362501538,2.358777907459933,2.331470822254841,7854,10,4
7806,16,8.227039192743673,1.2957900947597163,-0.5604786369767317,1.4411476346265792,7854,10,4
7819,16,8.346717000340446,1.234090735366722,-0.6114361101134176,1.8789602283373146,7854,10,4
7834,16,8.544605717864176,1.233683122491641,2.6156843066037228,2.1644814831720356,7854,10,4
7841,16,8.743591938348473,0.5789432986409964,1.501814965900993,0.24079577044310074,7854,10,4
7846,16,8.817756846106926,0.814558443179856,2.467716440228679,2.1126529232698443,7854,10,4
7849,16,8.902409880361144,0.6527031779236382,0.3240114182291307,0.8596700775159367,7854,10,4
7852,17,9.43231755688165,0.27479835954422677,-2.110085047448779,1.1605748131004763,7854,10,4
7853,17,9.506414265350099,0.22754176477130145,-0.4030705704011696,1.297427634674948,7854,10,4
7854,17,9.511477480949814,0.48615447512547355,-3.03781074041113,2.638309301123186,7854,10,4
7855,18,10.0,0.0,0,0,7854,10,4
0,0,0.0,0.0,0,0,7854,10,4
1,1,0.3609208732145208,0.33219880269385466,0.8890525315146101,1.969236869923863,7854,10,4
3,1,0.6760438111774325,0.47260954486950874,-1.0017851643766817,0.3648052519976717,7854,10,4
4,1,0.7152683909478508,0.6696924188960577,-0.6608748946131284,1.939103590292677,7854,10,4
8,2,0.8884592949214731,0.7616364294795436,0.3097580241432929,1.9924016299522376,7854,10,4
14,2,1.1429500546419968,0.6766639819277411,-0.10262370658232645,1.8120461721349503,7854,10,4
20,2,1.2687356748472933,1.0203307087332216,-1.206204408788157,0.27362458293095476,7854,10,4
52,3,1.6422746141195177,0.9196047885978316,-0.20234386664214415,1.9445918940282205,7854,10,4
73,3,1.7633494774190261,1.2102397758082029,-2.762584256939397,0.16822664449255806,7854,10,4
115,4,2.08607767008971,0.9975202205512842,-0.41970910857003246,1.7366424137852776,7854,10,4
142,4,2.210385560224325,1.4543401886931813,0.66362902956841,0.09340834741821254,7854,10,4
373,5,2.7940227379310834,1.110520638559135,0.5586913036459419,0.2257565161639319,7854,10,4
402,5,2.857271587483563,0.6921596960480216,-0.4526084153530128,1.8258064170652741,7854,10,4
640,6,3.197849854779655,0.8656150435910731,-0.23461111573126875,1.5591542952491733,7854,10,4
756,6,3.3262576565349367,0.8317009389103699,1.3005076983712667,0.6195466748358072,7854,10,4
1093,7,3.632853600173865,0.9863934000300076,-0.5015380446686212,1.6991719013785622,7854,10,4
1318,7,3.8078159113802745,0.7096932980785009,2.0378460470164534,0.7062110403473684,7854,10,4
1883,8,4.145032537277563,1.3471858562193983,-0.21217149006606875,1.633740874357162,7854,10,4
2189,8,4.2905647706048775,0.5978439064029278,-3.0982087443846718,0.2805398086953662,7854,10,4
2841,9,4.59117436889769,0.9625052523614985,-0.08476116845198813,1.6791999239743254,7854,10,4
3403,9,4.81082589866071,0.4728076928228872,-2.098361869628783,0.7991736222038919,7854,10,4
3767,10,4.937453738278471,0.8061954055248753,-0.20524554576412124,1.9814961011924224,7854,10,4
5064,10,5.408375974495843,0.45446444802442876,2.73808515918787,1.2136878846187735,7854,10,4
5017,11,5.392553009251228,0.7813307154458121,-0.7616668543747516,2.0827644068185953,7854,10,4
5574,11,5.641498684117115,0.517558067661824,2.339984518700333,1.4142850097885544,7854,10,4
6324,12,6.043927461172838,0.44243621985039006,2.131869820162068,1.513849414581404,7854,10,4
