element,level,t,r,theta,phi,Interval size
0,0,0.0,0.0,0,0,20944
1,1,0.052743645233422676,0.046824274568226514,-3.072057303122176,1.6527401157654449,20944
2,1,0.062242617385041554,0.06007690693844626,0.0074982166619799295,2.236261884045653,20944
3,1,0.06376496992932945,0.06092745584801661,1.0044248232099977,1.5399437385786328,20944
4,1,0.08018722663399469,0.0613916954518589,0.9639599411395164,0.3831595723130353,20944
6,1,0.08777547818563658,0.08435085546049054,2.889819580050697,1.3570655336512565,20944
25,1,0.11390778451302797,0.10950112834380765,-1.4022814199830205,1.2621530578127071,20944
10,2,0.09962665857307074,0.08261092052860404,-2.8676218669935727,1.2238292310396528,20944
11,2,0.10243592010772695,0.046842555537011846,2.4428938450125837,2.4943948754430796,20944
14,2,0.10377727094020883,0.046144371947730856,2.1602688492232693,1.7118072417865295,20944
16,2,0.10573448468100521,0.07021146616438845,2.696239705444568,1.9048291240409063,20944
27,2,0.11485930897881846,0.08440220549132528,-3.1059515073976742,1.2525918918766412,20944
35,2,0.11953278010952284,0.03012336490891318,-2.6791528719949635,1.5744157974367945,20944
36,2,0.11957052034765314,0.08720358537488782,1.6228441582293753,1.3591051584930027,20944
37,2,0.12070329326308293,0.10659480956351479,-3.141561444346326,1.2626805988238181,20944
38,2,0.12128300030214612,0.044379051432097257,-0.330163572026885,1.4535369710336075,20944
40,2,0.12349231366763602,0.07528774562301856,1.8178803976512448,0.619524628714764,20944
54,2,0.13482970799919558,0.11742760438586049,-1.479833379780184,1.3311385123253734,20944
141,2,0.1696927058852622,0.14449852098270835,-1.2978638327130112,0.9749232345660683,20944
72,3,0.14675643080014067,0.12107114971279839,-2.843742001882202,0.9781701667506053,20944
73,3,0.14683813209583452,0.051638041295622335,-0.5569512470150975,1.0154844646989076,20944
98,3,0.15489308233527221,0.1150717962763391,-2.563039440146614,1.2690387670650483,20944
100,3,0.15539899403209112,0.09895810355778807,-2.794590528591494,1.245076208977628,20944
102,3,0.1560805604782124,0.11333090150747618,-2.612886798129389,1.3752375496472966,20944
103,3,0.15728281435615943,0.06983391469372408,1.9355926492163253,1.2243633212093434,20944
110,3,0.15852315022521446,0.03390080503602702,2.178111093573889,1.5521207760167974,20944
129,3,0.1662583618108927,0.08926571272175783,1.9173517242659137,0.8942003155760416,20944
139,3,0.169544671217144,0.03820182099841766,2.3703226660953916,1.0027428299151475,20944
158,3,0.17513443773552195,0.06471079636384205,2.1293750368260804,0.9613376860208969,20944
182,3,0.18260589680325812,0.09425180520140237,2.596372066164064,1.2645420081587315,20944
236,3,0.1943607925596268,0.14816460437203569,-1.1502158674817917,0.9285041970741578,20944
297,3,0.20618453880875465,0.12574287698434342,-1.3445444950683731,0.7849882833819526,20944
