element,level,t,r,theta,phi,Interval size
0,0,0.0,0.0,0,0,13090
2,1,0.0913598960929286,0.07469112065038996,-1.4044077686765672,0.785049674578242,13090
12,1,0.11289241467573263,0.11281823741951015,0.5977874988355367,2.164968452831861,13090
16,1,0.11412740959300227,0.08799662259428484,-0.7942034021015147,1.2999503041944664,13090
38,1,0.13812369418750892,0.13355602544158293,-1.601170656850334,1.690979383871425,13090
18,2,0.11733373809655856,0.08824913411564994,-1.2913497559119362,0.5793813262853007,13090
22,2,0.12431257954889297,0.09530502782395557,-1.66490117589154,0.7703255328248011,13090
29,2,0.1275282185373261,0.12193474481919826,0.6945310859085092,2.142472198900068,13090
47,2,0.1443789609359426,0.13632348183836787,0.4837619677618386,2.2415637072006915,13090
54,2,0.14886840787511613,0.07026957761260583,-0.604196503369067,1.1741928902946357,13090
74,2,0.16047678882739713,0.14014596493656045,-1.6707144242387446,1.6056900240674143,13090
81,3,0.1640771995692657,0.0872614069828014,-1.9671384619296994,0.2800287968951641,13090
92,3,0.16647008767886673,0.15041322545904154,0.5630268763665273,2.201256771279704,13090
97,3,0.17018524403677826,0.14226582289947937,-1.6299104752806963,1.617266468525991,13090
109,3,0.175584527068673,0.08829430635541063,-0.15564914768406374,0.6026107362774592,13090
143,3,0.18999524826656822,0.08388684783711368,-0.6691867798983777,0.7602233595309998,13090
230,4,0.2144910477768468,0.16531891490670586,0.8665872554039823,2.224898892931289,13090
233,4,0.21520760819374762,0.1095948327191325,-0.7777893519581398,0.2780203444959104,13090
249,4,0.2177321192770304,0.11723954502071308,-1.23020780283358,0.4306555940255549,13090
296,4,0.2284798404722943,0.13042915953751966,-1.4383683165490049,1.420024438784008,13090
381,4,0.2418006487873703,0.10265605583451078,-0.729304909342788,1.030212948047401,13090
426,5,0.24868812160528941,0.126971327942002,-0.7921432768333025,0.5016867150017751,13090
430,5,0.2491991255234075,0.18047332062784477,1.0047381584321076,2.184889245679332,13090
452,5,0.25342883491803037,0.12049042599052004,-1.516019832057907,1.3151182552421292,13090
610,5,0.2744175863460986,0.1061725745785542,-0.42906854014525253,1.147244648021927,13090
741,6,0.2900361030581823,0.12863117077634612,-1.553523959574175,1.4087721056916112,13090
824,6,0.29763090782167023,0.12261143433940336,-0.9155817397913355,0.7476193341816358,13090
949,6,0.30851347212805225,0.16398329542177997,0.9907880597334195,2.016136670819941,13090
1029,6,0.3143834788380695,0.11585512583906477,-0.0733483507178655,1.0109028267697147,13090
1202,7,0.3262056171088492,0.16632877984476038,0.9978942836018367,1.9392769020382912,13090
1252,7,0.33049750241843734,0.10394056445940708,-1.3747122740948046,1.3878592993562717,13090
1463,7,0.34246824637700823,0.11300700358941237,-1.2027297619821,0.5370575277825047,13090
1587,7,0.3498215808075559,0.12322416156329395,-0.596980887379867,0.36776544005945866,13090
1595,7,0.3508566501519309,0.11028354565711104,-0.9743276150046273,0.3671046729869855,13090
1617,7,0.35250617476511914,0.10018195657327658,-0.2455096196945903,0.828325543859915,13090
1619,7,0.35267316027393925,0.08674283330147342,-0.8565561459464072,0.7904555981307897,13090
1867,8,0.36538670603629775,0.16348244736224823,1.0607834993618432,2.1035394066269757,13090
1988,8,0.3708896308314703,0.14906448233166192,1.2230790778979899,1.8994220426743935,13090
2003,8,0.3716914344517077,0.1115428335613664,-1.6736233561462952,0.47755644668856095,13090
2008,8,0.37187127046447377,0.11565727428891971,-0.8543209218998457,0.5006866548835216,13090
2231,8,0.3820242996325227,0.12325647974643454,0.8961736516519233,2.0334847891183716,13090
2588,8,0.3968767937950326,0.11761174813587391,-0.9486077780322106,1.4699952418007247,13090
2636,8,0.39895699396728346,0.16575899812484923,1.326535100743574,1.7591455197687413,13090
2683,8,0.40050269737170163,0.11883407828558258,0.6546299434661623,2.13243270108913,13090
2815,8,0.40478254342943465,0.07162546224036262,-0.5398842843673864,0.9086239457833504,13090
3023,9,0.4118921596361693,0.1557704431087645,1.2006825295880512,1.7475704082798924,13090
3065,9,0.4131770197522713,0.11160784276300653,0.6891707347090964,1.9021576373040299,13090
3312,9,0.42096161754023587,0.1209553558849745,-1.0536955127840255,1.477263225592916,13090
3605,9,0.4295406523596207,0.08255190440284167,-2.138889632380254,0.2536307737076367,13090
3688,9,0.43263055339397827,0.14433872516304308,1.4854698059444218,1.7287717051606595,13090
4030,9,0.44217260691182614,0.12436055039474855,1.633228220531982,1.6088607820325762,13090
4040,9,0.44242155280352613,0.07392702319806008,0.040013128242845544,0.8119838889068198,13090
4072,9,0.4430342894914767,0.1064514730028613,-2.0343590960058777,0.6982634686702566,13090
4163,9,0.4454288944268724,0.1330959545390972,0.9406731545031844,2.1145261772916073,13090
4604,10,0.4557863053516512,0.14249051793673972,0.9421929874423433,1.8641175050581755,13090
4913,10,0.4633113094840263,0.08316817289057389,-0.01595413163774958,0.9672902999242446,13090
