element,level,t,r,theta,phi,Interval size
0,0,0.0,0.0,0,0,15708
1,1,0.04236110779720281,0.03995913303760703,0.3605560851925729,0.915215580764927,15708
8,1,0.08155477606345651,0.06595665436496342,0.23039038004346388,2.7371520418831223,15708
4,2,0.07144997926113139,0.019924644534828707,1.231973237165222,0.5454473707251468,15708
17,2,0.10913951645515285,0.08926243399126939,0.47715477375546544,2.6496995272574475,15708
29,2,0.12376120508218802,0.09483727219358305,-0.17098017646082486,2.438227889102658,15708
18,3,0.11111266539657372,0.031707653185033505,0.7879140839754174,1.1172532731491411,15708
19,3,0.11183548813647193,0.02500918805490735,0.05607217833787318,2.110438257376279,15708
21,3,0.1159501544456416,0.03813040892624146,2.5658266560609815,1.2767024257665696,15708
44,3,0.13639487630882696,0.06078625863957324,2.634159973495738,1.0956378215803944,15708
61,3,0.1489850795179647,0.08757288187892531,-0.29771319659872564,2.5324413820700533,15708
87,3,0.15913854810350503,0.09844432137778983,0.6653127019780996,2.2181783928554264,15708
89,4,0.15962651350135615,0.05922844453284168,-0.6335528843023088,1.7067830191783318,15708
99,4,0.1653935025078439,0.07346985287020152,2.942125540732898,1.0256090479771647,15708
120,4,0.17153791760606962,0.05514953589215865,-0.06765785243496955,2.122639806691481,15708
126,4,0.17346776612692016,0.0819218599174675,2.6921532436037663,1.3244385018345737,15708
187,4,0.1946545274897976,0.10629046632858982,0.9896426136945002,1.4175868614800688,15708
280,4,0.21511345545612803,0.09235167124539961,1.1690181344967385,2.7106095882805983,15708
267,5,0.21220581406047034,0.04069816656153007,-0.9371807844416508,2.7435835551065884,15708
443,5,0.24148809644648062,0.10791457941970421,2.097981429618765,1.1889863096488165,15708
468,5,0.24469635023299752,0.09094085381579596,1.4410068653592831,1.4274161167490103,15708
532,5,0.2526809221706676,0.07235672863331102,0.9255449183715669,2.473066207449777,15708
619,6,0.26251725984070795,0.07125394522191006,0.7279242317464732,2.538168596454557,15708
710,6,0.27110364675910936,0.0773527874868886,1.6017563099855439,1.5480483922329829,15708
908,6,0.29169733315869617,0.13529525864006073,1.9025096065918623,1.3972630108644926,15708
927,7,0.2931528556601979,0.06812013102187063,-0.037547063560857775,2.7534587207001517,15708
1514,7,0.3326858121871935,0.11053676364437112,2.1127902666981084,1.31137517213617,15708
1727,8,0.3431128096798778,0.09689080057962955,-1.9842371932946492,3.077754631893349,15708
1861,8,0.34906080244434745,0.11093876684671813,2.0736417672945247,1.280416110116875,15708
2271,9,0.3656620631394255,0.09751449718360139,-3.008049936723246,3.0836414283401816,15708
2951,9,0.3928280532326529,0.1299226016676438,2.2513602056941573,1.024608186589071,15708
3524,10,0.40970316733280043,0.1413411525793648,2.261458110367817,0.9639988271435749,15708
3974,10,0.4215248876607578,0.1379022951236545,2.1122460703790042,2.9788400944603146,15708
4015,10,0.42234358090312996,0.12259401688027413,2.9792939050077663,2.6854528047405104,15708
