element,level,t,r,theta,phi,Interval size
0,0,0.0,0.0,0,0,9163
1,1,0.05669626768051006,0.056086322128635756,-1.362282099155738,1.8187492307455666,9163
4,1,0.08194802729927575,0.04627111756697807,-0.044918842835564105,1.6033323424989403,9163
8,1,0.10383812341182508,0.08648478838891173,0.11172765647814557,1.2656583772330545,9163
5,2,0.08211268448198872,0.043316502862420746,-1.10819033937738,1.6535746604541433,9163
28,2,0.14168439973910285,0.09224792397398761,0.3247112855557178,1.36918639250485,9163
18,3,0.1284733464767398,0.06403398302419089,-0.7546716999810129,1.4385801216133018,9163
39,3,0.15661597291829965,0.06379164645021954,-1.7675747777158592,1.582516391804532,9163
59,3,0.16906065811756876,0.10810188442398927,0.4540709353207628,1.335869225475554,9163
67,4,0.17509464140128206,0.05940317989959608,-2.017589949111808,1.5146803316262871,9163
112,4,0.19994491871329956,0.08352243743227103,-0.7866405313548079,1.2193076541392605,9163
113,4,0.20033878459638155,0.11391054080591327,-1.1233350725484708,1.7812659985599102,9163
133,4,0.2065090938896612,0.10103116139774773,0.29600370566966305,1.3968319474965454,9163
152,4,0.2134989962810364,0.09058973037589173,-1.8143829075437352,2.149503148991218,9163
182,4,0.22239274196492087,0.09895618917031694,0.7020223865365313,1.0495370440776006,9163
184,4,0.22373425808622482,0.12537342157833437,0.40337477110828635,1.117911493634484,9163
179,5,0.22141238689659126,0.12649510262519578,-1.1049223892522755,1.6473330034527438,9163
232,5,0.23640824873594857,0.10669709681396301,-1.5985543959667579,1.3717103268182327,9163
237,5,0.2368719496095153,0.10413635372373302,-1.1819766329094579,1.675077602066695,9163
263,5,0.24380675507040983,0.09706489681343672,-1.5205839350880268,2.0918413333228196,9163
302,5,0.2535102321115923,0.07622746744895666,-0.32769821481248396,1.6759389237237952,9163
479,5,0.2797814114431505,0.06771476909590321,2.5571356679493524,0.8450324155098914,9163
510,5,0.28601005693489545,0.11044177580348645,0.7480321177531295,0.7941436777537656,9163
532,6,0.29017748662017984,0.07100454669974898,-0.379910878357589,1.7265113217641654,9163
742,6,0.31643999146913027,0.06724991023210697,-1.2862447541939255,1.8588760700092926,9163
918,6,0.3319971242376557,0.09487856515259493,1.1575555987563377,0.652997240236758,9163
1124,6,0.34980538066903033,0.07832374208487204,1.227083708887237,0.5178255526748452,9163
973,7,0.3372002868469165,0.05735846917993605,0.271305846502156,2.0930086325026647,9163
