element,level,t,r,theta,phi,pred
0,0,0.0,0.0,0.0,0.0,[]
1,1,0.0089697375874358,0.008646690626119669,0.0,0.0,[0]
4,2,0.012319195335733557,0.010714749661343004,0.0,0.0,[1]
10,2,0.02387214345116584,0.0229870957722923,0.0,0.0,[1]
8,3,0.017300641712118647,0.007314722917967198,0.0,0.0,[4]
15,3,0.026225343266855106,0.022489470043326243,0.0,0.0,[ 4 10]
13,4,0.02566716661307311,0.000670175419035135,0.0,0.0,[8]
24,4,0.03457809515635035,0.019737985382314305,0.0,0.0,[ 8 15]
19,5,0.029775301570746815,0.0017039225639258193,0.0,0.0,[13]
26,5,0.03731247603608712,0.01747946714438542,0.0,0.0,[24]
30,5,0.04014118332521899,0.020876855096561342,0.0,0.0,[24]
33,5,0.040835182112500035,0.023036124170274674,0.0,0.0,[24]
38,5,0.04300471665941141,0.026113054982997208,0.0,0.0,[24]
25,6,0.03486141649359553,0.006655380573714287,0.0,0.0,[19]
34,6,0.04145832899925461,0.02142191770266455,0.0,0.0,[26 30]
45,6,0.048562448189157004,0.03048045319042103,0.0,0.0,[33 38]
31,7,0.04046754023829002,0.00662345009235088,0.0,0.0,[25]
39,7,0.04397413387055649,0.014851816874906665,0.0,0.0,[25]
40,7,0.04513734697889282,0.024753315101875617,0.0,0.0,[34]
53,7,0.051194446197615706,0.03099968878750259,0.0,0.0,[34 45]
41,8,0.04661682856112204,0.004332493482364974,0.0,0.0,[31]
47,8,0.04914768512209655,0.014271223171483105,0.0,0.0,[31 39]
72,8,0.05789109120103031,0.03602954678018777,0.0,0.0,[40 53]
77,8,0.05931109547361446,0.03826801069690289,0.0,0.0,[40 53]
54,9,0.051264262953870654,0.01607115055665176,0.0,0.0,[47]
55,9,0.051513497964730925,0.005236801611542052,0.0,0.0,[41]
79,9,0.061000279952481695,0.0373337247011174,0.0,0.0,[72 77]
98,9,0.0664813312235778,0.044052678942653745,0.0,0.0,[72 77]
65,10,0.055052308699870545,0.017952542711505926,0.0,0.0,[54]
67,10,0.05607310886829997,0.01441805484894998,0.0,0.0,[54]
68,10,0.05667420776861343,0.0123617728653731,0.0,0.0,[54]
71,10,0.057215273133792044,0.0080639124009666,0.0,0.0,[55]
108,10,0.06922398051160272,0.04359972156047953,0.0,0.0,[79 98]
74,11,0.058441235426120675,0.019050157357386688,0.0,0.0,[65]
85,11,0.06277666856291286,0.006530808913007724,0.0,0.0,[68 71]
88,11,0.0635770100890104,0.01139206815821081,0.0,0.0,[65 67 68 71]
122,11,0.07183354826701194,0.044940587211726,0.0,0.0,[108]
96,12,0.06572979040858085,0.006449444309157393,0.0,0.0,[85]
111,12,0.06956970738926116,0.015775133710804967,0.0,0.0,[74 88]
114,12,0.06998371818137084,0.013938069881860637,0.0,0.0,[74 88]
142,12,0.07756643839841249,0.049082376731779176,0.0,0.0,[122]
97,13,0.06616514148255992,0.006392784029586429,0.0,0.0,[96]
123,13,0.07191657493747361,0.014872010935836344,0.0,0.0,[111 114]
130,13,0.07399746529787465,0.0015541525890697683,0.0,0.0,[96]
161,13,0.08211120579654652,0.05317532224456267,0.0,0.0,[142]
149,14,0.0786479644038115,0.01923483324263653,0.0,0.0,[123]
167,14,0.08344303587498669,0.00965224580723778,0.0,0.0,[ 97 123]
169,14,0.0837087215506318,0.0021936246589535635,0.0,0.0,[ 97 130]
180,14,0.08597122561170434,0.006779784103667419,0.0,0.0,[ 97 123 130]
181,14,0.08600527514562262,0.054591471450110673,0.0,0.0,[161]
170,15,0.08416476733529066,0.010306583046819529,0.0,0.0,[167]
173,15,0.0845821144217701,0.009300939900782068,0.0,0.0,[167]
177,15,0.08516359330510459,0.013053155196732558,0.0,0.0,[149]
192,15,0.08814259590861584,0.004772858817216785,0.0,0.0,[169 180]
195,15,0.08848923693763022,0.05581829196220067,0.0,0.0,[181]
187,16,0.0871007439206185,0.013841297523453977,0.0,0.0,[177]
190,16,0.0877204994526457,0.007742678699252381,0.0,0.0,[170 173]
205,16,0.09076090787814872,0.002377209186334106,0.0,0.0,[192]
208,16,0.0913288677435593,0.002992078353687644,0.0,0.0,[173 192]
219,16,0.092459001429131,0.05978196767829658,0.0,0.0,[195]
218,17,0.09223807872243572,0.013047652160764311,0.0,0.0,[187]
221,17,0.09294225808219436,0.0034177658265490685,0.0,0.0,[190 205 208]
226,17,0.09418526867029697,0.015098435013331857,0.0,0.0,[187]
