element,level,t,r,theta,phi,pred spherical_coordinates_N1675k.csv
84270,22,0.28173177766217217,0.07645825287684554,1.9800701523694413,0.7985989135140734,[77146]
85632,22,0.2828600632422905,0.08065731301443077,2.109150491626817,0.8722228311976857,[77146]
100609,23,0.2944411618218089,0.08146646058244918,1.9910220952195332,0.8053458265858793,[84270 85632]
114842,24,0.3042624925190771,0.07613337068598339,2.1123472898833064,0.821390840909205,[100609]
149896,25,0.32515285514738534,0.08337078968916774,2.3463918532086114,0.8830531038774897,[114842]
161108,26,0.331140855675938,0.07772715228810646,2.3661567276018936,0.8842175202994121,[149896]
174363,27,0.3377907483243867,0.07356327905965819,2.310591436164805,0.8381191439225008,[161108]
200844,28,0.3498985370094527,0.08011123709766683,2.4193129272288103,0.8376352246692818,[174363]
241492,29,0.36637834159232896,0.07442494625288684,2.500532709133874,0.9237296989997628,[200844]
251914,29,0.3702241935511422,0.07896155750543786,2.555022324119335,1.0505457770523687,[200844]
301448,30,0.38715705858952565,0.0775779207746749,2.402393359928725,1.138508977584935,[241492 251914]
323173,31,0.39398137010719536,0.07904557394931576,2.401189737438045,1.212506565800802,[301448]
377561,32,0.4095612985327979,0.09427356290517128,2.4033215627519535,1.2480165645888215,[323173]
421899,33,0.42105436032296273,0.0912766969045665,2.4581198207274895,1.2463462068138007,[377561]
465208,34,0.4315175108103684,0.09344794474646637,2.480604429565888,1.3191159061984343,[421899]
519050,35,0.4435370266388584,0.08831757130982375,2.582748937486809,1.3367433424784425,[465208]
565704,36,0.45320951575024215,0.08568606083476243,2.6624474278580466,1.3300633999415392,[519050]
582377,36,0.4565314106945626,0.08407789143118195,2.6662983085355583,1.4411357411643915,[519050]
615802,37,0.46292360255106757,0.09348043811820544,2.699497290028773,1.3739667049052564,[565704]
646063,37,0.4685749309714242,0.07785623839100207,2.655015101255458,1.347357492414125,[565704 582377]
671515,37,0.4731204284217948,0.07640356978443223,2.5839816512467535,1.4006189736062813,[565704 582377]
716925,38,0.48089887085256644,0.07720691114619145,2.5627530621277863,1.3029121856803776,[646063 671515]
765504,38,0.48886745072062343,0.10668753444841991,2.643656169322608,1.2358857623879496,[615802]
801052,39,0.4944382417224178,0.07631097097872029,2.6231637676305386,1.2041596258326823,[716925]
820663,39,0.49745150474624966,0.10815460814991835,2.6225381388864193,1.1915143339124021,[765504]
841967,39,0.5006223088970422,0.10428788974851542,2.6915116302873248,1.170441638860226,[765504]
886489,40,0.5074169979583455,0.0756128109726644,2.5826483515445355,1.1185744004889946,[801052]
899544,40,0.5094545049122383,0.10962662446485408,2.6892750597154147,1.1560215626491124,[820663 841967]
957496,41,0.5189232902884169,0.10267295071074199,2.7199506894732517,1.1647350403944252,[899544]
983034,41,0.5232679464374622,0.07254952062611186,2.6558210767107506,1.234691908855813,[886489]
992665,41,0.5249372229834964,0.1210054443684404,2.6876203827190928,1.1621473068334784,[899544]
994748,41,0.5252929004835918,0.0914276926141306,2.5530152581018024,1.1557347356035492,[886489]
997200,41,0.5257169721416967,0.10944147401921464,2.8183441394091897,1.137081598981483,[899544]
1026095,41,0.5308348575442585,0.08631787074316893,2.698168003885216,1.1751447143160112,[886489]
1019028,42,0.529565779684888,0.0978765969996649,2.6966879118670644,1.1183949461711515,[957496]
1034316,42,0.5323185880592265,0.07143439111725616,2.6410954873777563,1.2004432876150701,[983034]
1040164,42,0.533365563227939,0.07918928695066242,2.597819337788636,1.2481571096209867,[983034]
1054552,42,0.5360461502686458,0.0895366924859148,2.6654447629220934,1.153826018604593,[ 957496  994748 1026095]
1070278,42,0.5390373541182051,0.11554639959108554,2.7499635019717665,1.136120326866038,[957496 992665 997200]
1118869,43,0.5485790459759922,0.08261407584667842,2.7545606293869134,1.1404315342572577,[1019028 1034316 1040164 1054552]
1152918,43,0.555652078153537,0.10081924243929158,2.778643036525322,1.098595704501542,[1019028 1054552 1070278]
1196073,44,0.5651605160822282,0.09691614463782684,2.807375531446489,1.1776113473794696,[1118869 1152918]
