element,level,t,r,theta,phi,pred spherical_coordinates_N1675k.csv
36695,18,0.22854915182484514,0.03500212606762857,-2.1033458706628227,1.749545942268598,[28189 30476]
43532,19,0.23840876541341605,0.029909910395840678,-1.9650248794976533,1.841590936029845,[36695]
49954,20,0.2466241592152455,0.029167131157439092,-1.8788495111856378,1.7894270586397683,[43532]
61286,21,0.25970474879112904,0.035072882712950004,-1.6262332722059856,1.9990191179919181,[49954]
76216,22,0.27446409023618035,0.037156875458130165,-1.2579745006670204,2.206391389763006,[61286]
93480,23,0.2888257021417473,0.04045828537443289,-1.0689511776876819,2.2413337132860165,[76216]
98382,23,0.2926093443904748,0.034133541561108496,-0.9462910742755042,2.513398617866631,[76216]
111905,24,0.3022451258067046,0.03348546652344667,-1.0401077756301766,2.4787669270864736,[93480 98382]
122613,25,0.3093347745180697,0.04001297318892289,-1.0094226914195912,2.4671078974990865,[111905]
141641,26,0.32065245210636595,0.039630849493637044,-1.4312425544569687,2.581877677808381,[122613]
168732,27,0.3350288919223299,0.04556948966191109,-1.2879503972188902,2.794599571329423,[141641]
196228,28,0.34795188216983164,0.044847015197746434,-0.6286520698996791,3.0557951658593803,[168732]
227812,29,0.3611354815643183,0.036928028572600406,-0.10332788698039799,3.0715273054183037,[196228]
236859,30,0.36466260683195084,0.03609369755922803,-0.5103374971487308,3.050331352405588,[227812]
254927,31,0.37147277053361893,0.0320249930032268,-0.3898920723196856,2.9933156288238365,[236859]
295541,32,0.3855564666969058,0.02478110778343308,-0.5373125027315705,2.969097082603954,[254927]
313291,33,0.39120560955818506,0.023078566561900913,-0.939089622711871,2.970360128149078,[295541]
370644,34,0.40792518532127786,0.031012758687061243,-1.5898149289193377,2.757335377876634,[313291]
426576,35,0.42251722577792594,0.028612159139442806,-1.5874281381381112,2.666347869862679,[370644]
461826,36,0.43100655376876784,0.03300591136830694,-1.2402014416427463,2.8401782209826587,[426576]
489432,37,0.4373123787444674,0.03192139979438108,-1.224964629677028,2.7710242441513864,[461826]
527505,38,0.44552757566753154,0.03147700400418011,-1.9597777537606893,2.7931400045512462,[489432]
607288,39,0.4615058567726239,0.025194823144579964,-1.4387009510066817,2.3547911771114354,[527505]
707034,40,0.4792844064202584,0.02407475945486604,-1.9453249634884262,1.959511212298404,[607288]
820128,41,0.4973606224011077,0.022067491794291995,-2.1796213659906174,1.7405271087837197,[707034]
867216,42,0.504434535799008,0.020686876928633594,-2.3399306341625987,1.63558883593532,[820128]
981542,43,0.5230002567724835,0.024861969131082382,-2.6022859205849267,1.4697227178324492,[867216]
1020874,44,0.5298642261479686,0.026919988176791945,-2.574969121386238,1.3219043612630241,[981542]
1062766,45,0.5375933955334661,0.024287563113799735,-2.584744293007063,1.6036207606750783,[1020874]
1128851,46,0.5506288581549674,0.028425412865088862,-2.5176776791898177,1.9910938608441153,[1062766]
1174103,47,0.560149763411153,0.03585683943674948,-2.4048922040188097,1.8451134330311991,[1128851]
1207152,48,0.5675933605684335,0.040408697620707,-2.4675165885055366,1.9094856853284867,[1174103]
1272158,49,0.5834435888650275,0.031227183278533736,-2.57629291280306,1.5756644779019902,[1207152]
1326253,50,0.5981664144042501,0.039398460815949575,-2.799841207131215,1.5394714963929674,[1272158]
1351105,51,0.6055572734833609,0.041222682177498346,-2.9151756620395957,1.5153326964318388,[1326253]
1377054,52,0.6135864834639386,0.048225363024154116,-2.9002430701173343,1.542847452096219,[1351105]
1394678,52,0.6194516679013234,0.04401216680561534,-3.0830659472851636,1.7784210644145688,[1351105]
1396442,52,0.6200740657810789,0.04206981119508177,-3.0522992797602906,1.6699984775225876,[1351105]
1406517,53,0.6235063521402584,0.04623614391898896,-2.7570371369323268,1.4721058779391445,[1377054]
1424204,53,0.6298218725745115,0.038908966171132785,-2.808572756598005,1.2717150306710459,[1377054]
1424565,53,0.6299536796192647,0.05573793269185707,-2.7943899780118806,1.6990431660538692,[1377054]
1424647,53,0.6299888227085263,0.055309996945373606,-3.0919078027857783,1.5823932004252586,[1377054]
1424783,53,0.6300390703841541,0.03872881677461441,-2.8444459649061855,1.6121510183016288,[1377054 1396442]
1426639,53,0.6307342467147852,0.05854280438402454,-2.7732670344051553,1.638164855449621,[1377054]
1430359,53,0.6321177380080082,0.05370313242127722,-3.0175359257287178,1.602197683147058,[1377054]
1430693,53,0.6322365465840163,0.04558838975760645,-2.917600698284662,1.8758299798966078,[1377054 1394678 1396442]
1450000,54,0.6396746054765259,0.04843226377803076,-2.854584720644037,1.426556054921931,[1406517]
1453724,54,0.6411419601889574,0.0605759933063123,3.1252427199051427,1.6010333284844196,[1424647]
1468381,54,0.6472695924158525,0.05090579187829948,-2.909618822635432,1.6325175452940723,[1406517 1424565 1424647 1424783 1426639 1430359 1430693]
1468548,54,0.6473412430049126,0.0496238341502872,-3.0853764740424507,1.3037765359077345,[1406517 1424204 1424647]
1488594,55,0.6560266201449682,0.03975214340637477,-3.0124243336242364,1.6953235250572207,[1450000]
1498690,55,0.6607872990099728,0.06145126773756394,-2.9170329691067702,1.5682215658533856,[1450000 1453724 1468381]
1502914,55,0.6628725640894956,0.04609611519692738,3.076477541589519,1.5192307820365287,[1450000 1453724 1468548]
1508502,56,0.6656164998804275,0.04857262436225537,3.090372272837682,1.5344618854972325,[1502914]
1519427,56,0.6712251266574337,0.04613279374081492,-3.012376199542896,1.7791463850044273,[1488594]
1524806,56,0.6741560559578661,0.06632161054087096,-2.8670346365698625,1.6160776984275018,[1498690]
1528315,56,0.6760696624813937,0.0697751811429101,-2.7257604264644284,1.5865341854011903,[1498690]
1534165,57,0.6793666519610747,0.0555672421938498,-3.0093085905339194,1.6440032363986299,[1508502]
1534610,57,0.6796149010397574,0.0419277191657838,2.9366519363943695,1.6939542123676805,[1508502]
1540927,57,0.6833191191851837,0.03846681696597531,3.106505447988392,1.8404075454969921,[1508502 1519427]
1549221,57,0.6882251380955569,0.048516231933592814,-2.7705327447084156,1.5574358556318724,[1508502 1519427]
1552577,57,0.690296203777978,0.0684610268677362,-2.7152209690462388,1.4446862377203888,[1524806 1528315]
1545201,58,0.6857826391258631,0.04675853144212037,2.9206181924360086,1.7523628081399178,[1534610]
1561486,58,0.6961174575012957,0.045321896047567145,-2.8328684769588204,1.5875676235110017,[1534165 1549221]
1563732,58,0.697626084247566,0.03452488938125743,3.1103522217825645,2.161499944410632,[1540927]
1564833,58,0.698368329177443,0.06611139974966654,-2.685558150941564,1.4247626190415756,[1552577]
1571669,59,0.7031065241559802,0.04554130261301095,2.5911271297901823,1.9093927153489658,[1545201]
1575550,59,0.7058789971787396,0.061634461978929446,-2.745348713051531,1.4618504834586812,[1564833]
1575641,59,0.7059523240109503,0.03624451413809202,2.8939019450716885,2.140028751906963,[1545201 1563732]
1577392,59,0.7071909363158573,0.06014332868276134,2.7008777631738266,1.5466591234449731,[1545201]
1579391,59,0.7086951803689776,0.03971041915807236,2.6147413995912796,1.9746447952391024,[1545201]
1584696,59,0.7128046799811625,0.0572733450994959,-2.6481227503818237,1.6408305133796437,[1561486]
1584998,59,0.7130347749464759,0.06443300190590377,-2.5997682317710913,1.569408679969199,[1564833]
1590398,60,0.7173024329217735,0.057599359085598954,2.6993737301458354,2.006560541234205,[1571669]
1591940,60,0.7185799404827518,0.05340456840215691,2.8398600239430443,2.017466730246957,[1571669]
1592025,60,0.7186374088671937,0.02435479138626901,2.8131545740954653,2.2079953292126144,[1575641]
1592143,60,0.7187436901151721,0.050718271470291454,2.7833230687828086,1.7123882781366746,[1571669]
1592655,60,0.7192066627409336,0.05298106690591216,2.7305146322621847,1.9712623655078578,[1571669]
1595644,60,0.7217603851643253,0.048715673532228006,2.6931635136689263,1.4499214097927537,[1577392]
1597757,60,0.7235731790719442,0.05759346052624813,-2.615221719359588,1.4715172991816692,[1575550 1584696 1584998]
1599958,60,0.7255084510898651,0.044881522855072645,2.578287778153529,1.9924732822681077,[1571669 1575641 1579391]
1601538,60,0.7269644702211936,0.06507147319105254,2.6385344776970197,2.109578635010688,[1571669]
1603498,61,0.7288430043914337,0.05631490261835784,-2.565782641270447,1.4840009367253555,[1597757]
1605860,61,0.7311196131934404,0.06610204637810155,2.8237329011547403,2.014327761220406,[1590398]
1607135,61,0.7323085553115338,0.057463353868591596,2.691906606712185,1.5586694574939697,[1592143 1595644]
1608047,61,0.733209968382444,0.0231075777470831,2.207301520572355,2.0621319376671514,[1592025]
1608883,61,0.7340653486842209,0.05385742158781941,2.721428357011915,2.199782416228851,[1590398 1591940 1592655]
1609977,61,0.7351803063147152,0.07411681625756894,2.592090008046862,1.9786508186117315,[1590398]
1619173,61,0.7449538406776062,0.05803006578134297,2.5388063660820963,1.90318363380067,[1590398 1591940 1592143 1592655 1599958 1601538]
1609684,62,0.7348809893713967,0.053274962484058996,-2.5293509157422642,1.536752640499822,[1603498]
1623150,62,0.7494402779740426,0.029068136515962486,2.535612642002693,2.167911825608981,[1608047]
1628365,62,0.7560307750158122,0.06239890329441567,2.6082124148742762,1.887289592456863,[1605860 1607135 1608883 1609977 1619173]
1626942,63,0.7541700086967686,0.054563748867848906,-2.8710763063719202,1.5448602667498514,[1609684]
1632884,63,0.7620873013344083,0.06134034569934841,2.6765286346930237,1.8378312950679763,[1628365]
1636963,63,0.7679361980620214,0.01880547937369726,2.773227611094342,2.491017848443471,[1623150]
1634429,64,0.7642648432224436,0.052354814626776526,-2.890068826584934,1.5516309380306823,[1626942]
1641111,64,0.7744650544285724,0.05476583941933659,2.724112330403646,1.780866851947628,[1632884]
1645031,64,0.7812863709564474,0.021499081561923743,3.0918926515044425,2.851753859235713,[1636963]
1641518,65,0.7751104120293906,0.050821203163285915,-2.9884338020898182,1.6880149564813176,[1634429]
1646676,65,0.7843975553445576,0.04755359526509483,2.7484949915740193,1.7421454523591802,[1641111]
1652780,65,0.7966923288380536,0.020630007903230742,2.010983417814425,2.4779809076121238,[1645031]
1649571,66,0.7898604037569736,0.050353276022162434,2.7478854407911326,1.7592876744648582,[1646676]
1649989,66,0.7907123825268518,0.050213472113076064,-3.090821776466612,1.9209246995939389,[1641518]
1652710,66,0.7965325852498532,0.03676902779932254,-2.8581238795035486,2.0100281766142483,[1641518]
1654873,66,0.801580835191788,0.020253082175705428,1.8586071156152357,2.2692859077401497,[1652780]
1655912,67,0.804259907044002,0.055911367628022575,2.8016888392014994,1.831608196111664,[1649571]
1656364,67,0.8053818259070901,0.03729616428781457,-2.9350242065868652,1.9647016325518076,[1649989 1652710]
1657356,67,0.8079734273215182,0.050884755851352256,2.7062625501157407,1.4353482424466328,[1649571]
1657815,67,0.8092094175394152,0.020220162006559947,1.6616374406295722,2.292097704224173,[1654873]
1662073,67,0.8219173247149336,0.04188114174635923,2.1610471404302807,1.7674161547170637,[1649571]
1661916,68,0.8213391011024141,0.035569456705156634,3.0941888224149032,1.7537400238915946,[1656364]
1662455,68,0.8232066021466439,0.027819423579560285,2.0266315990641948,2.0802456473836184,[1657815]
1663321,68,0.8264122085272901,0.04410397323029527,2.4971776709174804,2.077010232097217,[1655912]
1663830,68,0.8283240720761695,0.04555181279848638,2.1220307837807906,1.6875650152911876,[1662073]
1664231,68,0.82976167677405,0.0395527961327587,2.7026672899414232,1.7720979891278559,[1655912 1657356]
1665389,69,0.8342611214149419,0.027737187284143327,2.0071517710254194,2.1950064406070515,[1662455]
1665893,69,0.8363303370353745,0.041415205897444414,2.148012527559926,1.609076604458128,[1663830]
1666608,69,0.8393190615764127,0.030180575529805558,2.2749200584557094,1.8805279081682946,[1662455]
1666724,69,0.8398741645473672,0.047315929909376296,1.9198518221184118,1.7263272957241027,[1663830]
1667336,69,0.8425944005886578,0.044426401845145805,2.428707087747772,2.0336833450729825,[1663321]
1667435,69,0.8430643821171084,0.045598348418270145,1.9761180343862135,1.7874987258259643,[1663830]
1667863,69,0.8453530072742436,0.037288216458723884,2.5273032422976147,2.117457514917134,[1661916 1662455 1663321 1664231]
1667982,69,0.8459975808874796,0.0483701469909855,2.1397781834361846,2.048488589992032,[1662455 1663321 1663830]
1667672,70,0.8443221979282437,0.029155357063257146,1.6673209337166808,2.0313559387319846,[1665389]
1668568,70,0.8489472608636122,0.030428186036086113,2.289419097318953,2.090083683572013,[1665389 1666608]
1669376,70,0.8536776723070497,0.03318928222150531,2.091614818382333,1.5112350469203164,[1665893 1666608]
1669958,70,0.8574569142754669,0.03989907066745956,2.0501079851037267,1.70500140643534,[1665389 1665893 1666608 1666724 1667435]
1670077,70,0.858309844328753,0.0474904550039889,2.218979596521374,1.9860213144586973,[1665389 1665893 1666608 1666724 1667336 1667435 1667982]
1670270,70,0.8595531122624641,0.04230874782741816,2.268290395501073,2.043174695338278,[1665389 1665893 1666608 1667336 1667863 1667982]
1670051,71,0.8581467251410745,0.02154108788705264,1.4927403734050886,1.7716397537664692,[1667672]
1671441,71,0.8680065356856139,0.019615170337747494,2.731100465849457,2.0845461224479096,[1667672 1668568]
1671521,71,0.8686429693952888,0.03763997572555887,2.8446043053192294,2.1842708854388317,[1668568]
1671969,71,0.8725354344368936,0.033433070753825525,2.2681517371810545,2.0082558266132247,[1667672 1668568 1669376 1669958 1670077 1670270]
1672428,72,0.8769561316264205,0.021674809720131027,1.513497270403602,1.3809297037582098,[1670051]
1672613,72,0.8789811666018361,0.034364388342364216,1.2517592210098611,1.7836953593267482,[1670051]
1673157,72,0.8852222855410647,0.025070449162265855,2.577404923739819,2.009246747833764,[1670051 1671441 1671521 1671969]
1673346,73,0.8879997662056667,0.035904295119499816,1.1840647957358525,1.8085824533487247,[1672613]
1673706,73,0.8925651121272414,0.025835655503905413,2.5060051496187903,2.1991027240697525,[1673157]
1673849,73,0.8945536056594929,0.014489235678916869,1.8739471170075905,1.2335136476610298,[1672428]
1674052,74,0.8978488006567145,0.01609364250126514,1.8124868357390342,1.1952610260679992,[1673849]
1674241,74,0.901315317752113,0.03147326565089555,1.380006968856431,2.0465425950073484,[1673346]
1674363,74,0.9041003797712188,0.016207175416453005,2.458919795609191,2.4590538891813334,[1673706]
1674404,74,0.9049431292152134,0.029852689277017688,1.6255922217940646,1.7036472455871112,[1673346]
1674603,75,0.9104124221173503,0.02170906734013191,1.7271553649394864,1.082871746115189,[1674052]
1674858,75,0.9175528158157277,0.017372239836331498,1.74752840742699,2.282909581206147,[1674052 1674363]
1674875,75,0.9183098582520299,0.022250349147118053,1.5745428398229564,1.9695700072517255,[1674052 1674241 1674404]
1675145,76,0.9293260718169534,0.016085983719442462,1.9812109387487873,1.984934649756413,[1674603 1674858 1674875]
1675258,77,0.9369246678790828,0.013589026768823917,1.8893063388441413,1.9499723447507926,[1675145]
1675392,78,0.951705072385997,0.0025096812647292174,0.43432060492730884,0.8277090090591174,[1675258]
1675467,79,0.9718383763285573,0.01582334892753274,-2.1158475124503333,1.1695910136574668,[1675392]
1675470,80,0.9769807197715168,0.013366051585191312,-1.9187982986922576,0.9501526374034489,[1675467]
1675471,81,1.0,0.0,0,0,[1675470]
0,0,0.0,0.0,0,0,[]
1,1,0.007187748787126802,0.002602177955045751,-1.4712665751938865,2.421411975277771,[0]
2,1,0.0167008511554112,0.015567461655972462,-2.336360592323432,2.6172608252479788,[0]
3,1,0.02005900263643179,0.01676963001803803,-3.0508108489658805,0.5875650809241372,[0]
9,2,0.028490791099757162,0.013376414691653887,-1.939106273167975,1.346462317350674,[1]
11,2,0.029058030835404813,0.015323013904399335,-1.5201227432017856,2.171474442739788,[1 2]
17,2,0.032428789852304796,0.015342372371122877,-2.028926406326773,0.9311956967808286,[1 3]
19,2,0.03354907430738585,0.013838190073682727,-0.8759799987649198,1.9304240961529984,[1 2]
51,3,0.043524619305442824,0.012217905169346718,-0.6712411804169639,1.9092814115842394,[11 19]
66,3,0.046397299951337345,0.00839746913677295,-2.2321373126666235,1.8593302538953072,[ 9 11 17]
121,4,0.0538748491766704,0.013683734625885045,-1.3583365846070803,1.4781240676847662,[51]
132,4,0.055321331567440124,0.011102223808333818,-2.202753599103525,2.014204472218823,[66]
190,5,0.060976985225142166,0.009684388565710753,-1.141289647063725,1.8306749457110565,[121]
335,5,0.07018800265677427,0.01468276505765484,-2.879522625417893,2.765878224050228,[132]
529,6,0.07823867485957114,0.01642652726357426,-2.2985171928910004,2.8550376886935025,[190 335]
1120,7,0.09471601836924615,0.023421171876040127,-3.0655688285244906,2.2075674324665786,[529]
1420,7,0.10071325621143423,0.028738419790164744,3.0458300015175923,2.20274579143065,[529]
1970,8,0.10956647188820479,0.021026437920028153,2.8598292861325527,2.0096261657599346,[1120]
2078,8,0.11131618022698975,0.024531258278499727,2.689225451478804,2.249108233475728,[1120 1420]
3509,9,0.12702010691093857,0.02044873855756543,2.3774994280102524,1.6589202173024356,[1970 2078]
4188,10,0.13282205208915543,0.025355631081295266,2.2585079661152805,1.6947514245740574,[3509]
5724,11,0.14375656772024725,0.02242814028360545,2.196939758657881,1.5899875438378184,[4188]
7476,12,0.15383239827810102,0.02407677280713831,2.2994569279670882,2.0005260730201755,[5724]
10362,13,0.1665466673219037,0.03635745832879433,2.3547265698993702,2.0961511744776318,[7476]
15406,14,0.18408493545397886,0.04333963449104142,2.714060383049666,2.1087083327598712,[10362]
17730,14,0.19068926814578024,0.04760715926651224,2.4649666325857713,2.1111713439937936,[10362]
21363,15,0.1999454404629638,0.05060722001924345,2.565253323220456,2.070860955835557,[15406 17730]
27834,16,0.21384512751189977,0.05364260067777284,2.5881429811806718,2.2899485141952662,[21363]
32889,17,0.22308864620326918,0.053880855690520285,2.62605208681179,2.2076404956565185,[27834]
37502,18,0.2304422949060606,0.053290097175612255,2.634005327331926,2.336017915079556,[32889]
45024,19,0.24117729803181875,0.060735372061936285,2.7116855820292924,2.460620348641322,[37502]
47483,20,0.24420151820298586,0.05823013076522496,2.6901204456022336,2.4676824539647475,[45024]
54888,21,0.2529169141958346,0.05506647681771193,2.6552762092400974,2.531891267959833,[47483]
65576,21,0.2644673636631243,0.042901264411113235,2.8045675674205772,2.5214029722137665,[47483]
68932,22,0.26768107577070477,0.05407665916172684,2.4020749800768755,2.69396547721723,[54888]
73925,22,0.2725073803744118,0.04237982222844667,3.0666547319786615,2.5628356737399978,[54888 65576]
77885,23,0.2760775632654833,0.055092094046434274,2.3636329501268305,2.792213336393803,[68932]
95618,23,0.2905946763056254,0.03289214236339191,-2.9967678680020624,2.18854676599265,[73925]
83584,24,0.2809266506941247,0.05070017542228249,2.3482284223515384,2.826700514075519,[77885]
104452,24,0.29712011546555217,0.031606811696569696,-2.9437944734883317,2.2117335573691044,[95618]
98381,25,0.2927241078223328,0.04872238907441305,1.9434217242649114,2.750360398976805,[83584]
118641,25,0.3068898903908529,0.05593670177038998,-2.9353876281985745,2.646794231597443,[83584]
123542,25,0.3100502572707059,0.03665789042357497,-2.727432046807085,2.2648640588530697,[104452]
130705,26,0.3145298299005117,0.054521636527016304,1.3257049317084468,2.765843738649491,[98381]
138107,26,0.3189007129669672,0.049613770445253606,1.0213746243327653,2.4624524547680857,[98381]
144772,26,0.3226125207050726,0.05527813172344518,-2.779936573002698,2.520884417734401,[118641]
151104,26,0.3260596797592443,0.04454122620421099,-2.538142698909485,2.124060050785747,[123542]
155935,26,0.32861701382446673,0.02706720053415437,-2.732762972910762,2.018981920591971,[123542]
156983,26,0.3291512647658956,0.02524542520760179,-2.3605348383090736,2.13732212598216,[123542]
144960,27,0.3227137889795717,0.05002258031075963,1.125355738690946,2.7086004752371236,[130705]
154932,27,0.32810034819656353,0.045736905656129256,1.18635036565061,2.4622764116751132,[138107]
159979,27,0.33067328099354554,0.05780325540305817,-2.6464549705601903,2.4722970508820965,[144772]
161635,27,0.33150694939454295,0.04673899508864148,1.1648690410567784,2.3824321885642434,[138107]
163366,27,0.33239244052154293,0.04803467203890012,-2.562210184371391,2.0469134187928177,[151104]
179143,27,0.3401443311317528,0.034236291110620806,-2.467749631847287,1.9585575947024711,[151104 155935 156983]
177245,28,0.3392550311350855,0.048254112374876736,1.3524424880949921,2.4737062780679193,[144960 154932 161635]
184509,28,0.34265617288190453,0.05089460003380219,0.7850430948403485,2.7844871079880575,[144960]
188227,28,0.34435390450914505,0.05931348617789877,0.7229670891559915,2.5158286331992437,[144960]
189477,28,0.34491295512316356,0.049706368275540945,-2.514365649273188,2.3770813200220577,[159979]
205673,28,0.3520916690340704,0.049218961872518174,-2.749402825785515,2.106526433498794,[163366]
208725,28,0.3534101143190723,0.06110301408840113,-2.3939814988947816,1.991384824969901,[163366]
218701,28,0.3575724286747993,0.03185476648378794,-2.2690541509015985,1.7381135434311412,[163366 179143]
207758,29,0.352997167992091,0.06084034300180838,0.5764334600378118,2.5956103946482987,[188227]
219583,29,0.3579358387778996,0.0537248307637301,1.1542882693499967,2.6811251649309877,[177245 184509]
224725,29,0.3599944901366904,0.06002679257061091,-2.3270881115484623,1.9690996530116627,[208725]
247827,29,0.368872937246961,0.028185165977792897,-2.5509653983059177,1.6870343846537765,[218701]
250182,29,0.36973930450476744,0.03563028812799236,-2.527574776113064,1.9966895580294572,[189477 205673]
251656,30,0.37028900358648076,0.06049629007834992,-2.2085293002853024,1.9510756578438884,[224725]
252822,30,0.37072571988402625,0.05506400196795139,0.9053523497466291,2.458474903260555,[207758]
255990,30,0.3718860705319842,0.05406736488000316,1.0589103912346773,2.7923048914585804,[207758 219583]
290373,30,0.3837999519905555,0.03166607669723536,-2.7936865470451804,1.8845485301631362,[247827 250182]
295339,31,0.38544189164647935,0.05035289910161266,-2.0065870172018045,1.9357318726577202,[251656]
302140,31,0.38759056700905736,0.056601895320444774,0.5682672422283441,2.651836259892386,[252822 255990]
305410,31,0.388603053344061,0.06420728024744192,0.9398611332321243,2.9209425341297233,[255990]
321240,31,0.39348997669416985,0.028550520966017026,-2.9666532505816976,1.9004531159453903,[290373]
338496,32,0.39861209370851336,0.02547031903432395,-2.8843811795769545,1.9300399669333577,[321240]
345176,32,0.4005782406477407,0.05437381714003736,0.889469903099902,2.8402736380433637,[302140 305410]
372006,32,0.40820384569283774,0.0472997090325991,-1.661138119773793,1.865805328338022,[295339]
367765,33,0.4070183292058541,0.026072841725618374,-2.6922865733961427,1.91633233690436,[338496]
383271,33,0.41125715817496644,0.05846693793973095,0.8695424569508856,2.762970115057983,[345176]
410898,33,0.41849908571842853,0.04885087893668874,-1.697908991724361,1.7370089885297442,[372006]
427130,34,0.4225608744722228,0.05678073548095991,1.1634642946083662,2.64093013025627,[383271]
429868,34,0.42324534098639155,0.021822538716301337,-2.7260370297237944,1.6371722018609616,[367765]
449292,34,0.4280336018229758,0.05019973058590373,-1.856719413645525,1.739216949822955,[410898]
451165,35,0.4284682326184689,0.05987858546772449,1.1452318830841708,2.6107435503315233,[427130]
466784,35,0.43213343717623465,0.02555638328666606,-2.481702621841345,1.7877587892178886,[429868]
528651,35,0.4457973390619545,0.03692441532654575,-1.666593001642255,1.6975812605165082,[449292]
476673,36,0.434392265231203,0.056494655491047235,1.0588930396183625,2.6834115272618395,[451165]
542571,36,0.4486771909359809,0.03308034416303847,-2.666283583968185,2.253334787525129,[466784]
567961,36,0.4538882895500067,0.036246927765732455,-1.601219161624287,1.77335309635692,[528651]
558845,37,0.45203533273771945,0.06534445742017397,0.925403214596934,2.537740371748567,[476673]
592023,37,0.4585970690490677,0.06339486976343364,0.3151016366823745,2.5598784455411128,[476673]
604327,37,0.4609714286059299,0.0258827931315783,-2.34569217166908,2.472143231763226,[542571]
623133,37,0.4644792609800531,0.027897243013514424,-1.5640371637959098,1.7100010425380887,[567961]
680563,38,0.47472386255337184,0.02557049071934738,-1.8486731485119872,2.0972951574213328,[604327]
685443,38,0.47556997873727447,0.06581325518857761,0.39175495507565916,2.5014629028117263,[558845 592023]
687611,38,0.4759542769421399,0.036257630635872166,-1.5670114643307729,1.65301738159769,[623133]
711579,39,0.48003521494913015,0.06634206596207703,0.4175523458736679,2.4632746952746842,[685443]
741268,39,0.4849648617064798,0.03333036829310693,-1.6802253058219956,2.237259924862105,[680563]
780837,39,0.4913340882189665,0.04474313523237852,-1.3326250925862935,1.6018643234730654,[687611]
756899,40,0.48752292767899563,0.03280237949751382,-1.7070290960160357,2.195674870395432,[741268]
817207,40,0.496945796603133,0.0769394345872742,0.2220663195769652,2.486863211312738,[711579]
843179,40,0.5008134664572271,0.049543915399998,-1.2377425729023477,1.7308906947883933,[780837]
876102,41,0.5058006399409336,0.03755915195997206,-1.3333284901161797,2.096181863999542,[756899]
888486,41,0.5077185331736737,0.04579464533281582,-1.2799935158472664,1.6685102189396595,[843179]
890563,41,0.5080447214339632,0.08082538521913905,0.3669481416402792,2.4922051559556966,[817207]
914209,41,0.5117694231086204,0.035989719877474784,-1.0328797184058884,1.897644439956304,[756899]
957633,42,0.5188791329830548,0.03288179119150457,-1.1223895962464763,1.8499511030611226,[876102 914209]
961712,42,0.5195601733149325,0.04537184051081533,-1.1359864409117688,1.5574047105724764,[888486]
992650,42,0.5248558486186381,0.09645160271385597,0.30649049297346653,2.447968055541213,[890563]
987760,43,0.5239978489769929,0.03582386584870947,-1.044631360554355,1.8044508399998616,[957633]
1013889,43,0.5285961079932727,0.042641978115047705,-0.9731179137111456,1.5352963911863446,[961712]
1027785,43,0.5310966946881779,0.09456969440624051,0.26809354732389457,2.488924399209449,[992650]
1089965,44,0.542698138691309,0.03614790631517621,-1.1231943970525604,1.332287890647572,[ 987760 1013889]
1103300,44,0.545332577920934,0.08964590236809859,0.355221773494414,2.367025793514072,[1027785]
1147145,45,0.5543656481318535,0.08891131149120121,0.2607969452042453,2.3845158983362373,[1103300]
1152726,45,0.5555455114247309,0.030758095177014264,-1.10712559361849,1.009288463621751,[1089965]
1191377,46,0.563967862444746,0.09442423182085917,0.2885643489599778,2.4336988259317653,[1147145]
1216295,46,0.5697166313137074,0.02036626960896532,-0.9663747411714002,1.2067735764526715,[1152726]
1233275,47,0.5737134961673022,0.0929480588312644,0.4120946098149917,2.4240487026697375,[1191377]
1272568,47,0.5834614448114352,0.019554315363428252,-0.274203401578707,1.3658627697627237,[1216295]
1293241,48,0.5889183430891631,0.09014665295716957,0.45055622454372674,2.2886707390103105,[1233275]
1293858,48,0.5890837533276577,0.019693618876278806,-0.12023143699632835,1.1634792152647975,[1272568]
1319043,49,0.5960625814283385,0.09254812784355756,0.4964317254898369,2.2456908998332055,[1293241]
1320185,49,0.5963867430404931,0.014065349997646007,-0.14952071257023866,1.0632572158848617,[1293858]
1363874,50,0.6093868441411594,0.10426453429492585,0.4670583531888189,2.2779300819621238,[1319043]
1364004,50,0.6094260470824272,0.009296982038881798,-0.04558150992930745,1.265434119853831,[1320185]
1367913,50,0.6106604349424657,0.013207590529682846,-1.1600567409971498,0.48975966365517326,[1320185]
1385269,51,0.616310533120084,0.013696166017537103,-0.17695648303925324,1.1210818151958661,[1364004]
1392268,51,0.6185932156404811,0.10559152265305376,0.40768407521634314,2.334282098161631,[1363874]
1397780,51,0.620427714274109,0.009985989872222491,0.3797497948080122,0.43071493851174314,[1364004 1367913]
1427076,52,0.6308657027234184,0.008406084628040421,-0.9743339372951876,0.15615726814392908,[1385269 1397780]
1430623,52,0.6321565706030403,0.10674925443326776,0.33467174057819965,2.331400780485178,[1392268]
1436258,52,0.6343308818738498,0.11420982703892137,0.43110321199215157,2.404566175659568,[1392268]
1452099,53,0.6405000728482658,0.01114945133903807,1.3758780547573697,0.40365872035952244,[1427076]
1472926,53,0.6491660070775109,0.11113694596888252,0.36222704801826316,2.4752040720449755,[1430623 1436258]
1473370,53,0.6493833953315813,0.012246850790155885,-1.3243599665286645,1.5991491190657732,[1427076]
1490906,54,0.6573217270497211,0.11165956280890371,0.3932371049853364,2.5253766038027337,[1472926]
1496676,54,0.660028901727401,0.010966305953312317,-1.936597814053823,1.4408706881818254,[1452099 1473370]
