element,level,t,r,theta,phi
0,0,0.0,0.0,0,0
1,1,0.021823915761165602,0.01855127359665367,0.10244886629279974,1.2287414398041556
2,1,0.02478421289908117,0.016980687818817113,-0.8272345801278356,1.967200200917772
3,1,0.026564857327298963,0.004423017346429766,2.0507545642548655,1.0490284669569794
4,1,0.031225201284439064,0.015749103656215298,-1.8623856078824137,1.3205792036320885
5,1,0.037464581074016734,0.03587048248989196,-0.6285715631683844,0.9926962076292344
6,1,0.040843418546979704,0.02197211534349783,0.6651916746132986,2.272844664620724
9,2,0.049662395862210884,0.02731261848684638,-0.16604519155463487,2.8005522986640843
10,2,0.051279906878299975,0.032227099105316626,0.6433773489144353,1.5415744958683242
13,2,0.05607849915184415,0.027647016469761837,-0.22837364378258257,1.5796054743653807
21,2,0.06248521341598401,0.020355259647098663,0.2318061435645814,1.2873452712397806
52,2,0.07827388633657661,0.056394815807548605,-1.3723183053507482,1.2786817467112874
50,3,0.07772319041371223,0.046454910999035766,-1.7253372371345579,2.6662888470110877
70,3,0.0821686367580784,0.01851760446598636,0.7463111173144902,0.8844898162739413
114,3,0.09054696864803125,0.03672243004833859,-1.6360080873401852,1.7651579671076374
146,3,0.09673144729775929,0.06897226228047398,-1.5457087117539032,1.3905554673923952
211,4,0.1043401247036746,0.01900884297414775,-0.2791737099589326,1.4464864068188295
214,4,0.10466731930910111,0.06706843696620053,-1.718670156983383,2.702957083786877
221,4,0.10521572245532362,0.044756946803853795,-1.6621472762709848,1.9770500808044686
266,4,0.11025638631053691,0.06735547943180922,-1.5692733165818298,1.3521599204871249
338,4,0.1167891909765506,0.06273620681015354,-1.643148341695775,1.6593655705168966
351,4,0.11760425853663281,0.06355399183885355,-1.590788618942311,1.5017613632759876
330,5,0.11634978354810666,0.020633647803597013,-0.3816065383610797,1.5117479971930639
373,5,0.11992297717661071,0.0622864000754741,-1.6702577184778786,2.5379111094680535
411,5,0.12345401230907616,0.052863040139367545,-1.6743516060992127,2.0278974363430633
733,5,0.14344498890933266,0.0656247569341331,-1.690198313083558,1.421667816708365
585,6,0.1359554257605664,0.05167718571150856,-1.5287073948218453,1.8414477214919787
763,6,0.14501307555364518,0.06589446081562644,-1.5983299675248241,2.1878691342380843
790,6,0.1464798139093927,0.06436061928210492,-1.912290526355098,2.299185453892629
999,6,0.1555461062328043,0.07483798388430879,-1.7405789346237066,1.4925430482513977
1058,6,0.15796732488084497,0.02505289507120094,-2.5492454147207924,0.6976270848809382
1363,6,0.16815864138320813,0.08504625558091754,-1.8648426265691522,1.4380784439311494
1052,7,0.15767358791624608,0.07616751324011656,-1.4926038384756044,2.2210121100459537
1403,7,0.1695543755386829,0.03261487084985798,-2.458973605251113,0.6627617140726622
1574,7,0.17416202348186038,0.07797349236196642,-2.1622574064075413,2.2254918281353553
1629,7,0.17551342055618802,0.052234631081793416,-1.814962004899488,1.3421685542903137
1938,7,0.18353158723806873,0.0780673238842231,-1.916601883321924,1.3198554636904163
2118,7,0.18763564193598148,0.07549154232439197,-1.9634093464016662,1.418837695341485
2147,7,0.1884863018248033,0.07633071014355439,-1.9054233929140743,1.1921331024751303
1886,8,0.1822868294136134,0.08485324564168384,-1.4287771684565316,2.4843705240285106
1916,8,0.18303020611174314,0.07072133271395847,-2.1463826979178906,2.270843660448477
1998,8,0.18494442378086273,0.07750707110416469,-2.0824274006463206,2.1218666120605705
2061,8,0.18640812409414065,0.06853222967780515,-1.4876066674125106,2.533262659996861
2082,8,0.18681086667004176,0.048022406247005045,-2.406276189198355,0.7718587666968953
2290,8,0.1916850734770309,0.08299147107943108,-1.7690341571686339,2.3226953803308614
3858,8,0.21856954862744515,0.09448180872913126,-1.7922940169490433,1.3418336461390314
2454,9,0.19478070561398875,0.053746833652326687,-2.445916401765633,0.7370120065974197
2950,9,0.2045521282686774,0.10177633915639157,-1.6192833765473071,2.390859128254113
3679,9,0.21583189507958978,0.054351181050765786,-1.6344714927645547,0.848407412922007
3696,9,0.2160411383998071,0.08114455384736884,-1.9739176868255455,2.4673959111339743
4939,9,0.23262397651222833,0.09413966870074314,-1.9024541039866756,1.388912424140031
4944,10,0.2327295902276958,0.08361306147567318,-2.0668513203698113,2.5231791747117867
5139,10,0.23515642545735693,0.06815743959284565,-1.9196137808993243,1.0167842135052452
5311,10,0.23693819824156082,0.08523248733286254,-1.6520663655408563,2.1658668549771494
5688,10,0.2409603728809686,0.07522214651932838,-1.4017731556767479,0.8279683797437989
5885,10,0.24288552502481264,0.09892006721171098,-1.9598961502880232,1.3771404257158628
7604,10,0.2588809536337082,0.09446004728252856,-1.4501567278483796,0.7762317758061262
6238,11,0.24639911301120687,0.09286917176016524,-1.9286074164038358,2.5080569254677987
7151,11,0.2550646515974032,0.08424663632123998,-1.7187866500584987,2.28294257518058
7422,11,0.2573988739666345,0.08388284149797433,-1.7066525570072753,2.4617013248907673
7969,11,0.2621959116569248,0.0693408767562565,-1.5046211593901004,1.0584741336919636
8490,11,0.2662827661902054,0.09628928149528075,-1.9759528865180964,1.5873135956324795
8758,11,0.26837457591092007,0.10886667217732522,-1.8472484664210989,1.517067875822128
10261,11,0.27933373623035407,0.10500959802525009,-2.3037499476539187,1.3585223219583704
10366,11,0.2800108989389002,0.10970801376271469,-1.5457520258463031,0.8838869923591132
9131,12,0.271163252941958,0.10136141023867261,-1.8072649100557048,2.463979581673336
9329,12,0.27271453807684853,0.08052268565580394,-1.8723455940960456,2.4357828764350047
9548,12,0.27427874679475317,0.08683976160515075,-2.0372144461440787,2.399687027689827
10925,12,0.28370089377919816,0.10183973620237263,-1.5249683729285337,2.302341370975907
10941,12,0.28378969906047513,0.057350772701609196,-1.549644858144706,0.9961677140598862
11097,12,0.2848504342876599,0.10372791663426434,-1.8948548242384313,1.6405043567799242
13204,12,0.29810617734164224,0.11970199857438381,-2.382941291576799,1.3406387171745169
15552,12,0.31006881826416643,0.1297110595470387,-1.7362711468361456,0.7611210292538656
12966,13,0.29683832673878474,0.05777894136654273,-1.741879339623074,0.8449738860991839
13012,13,0.2971022333312283,0.04928411820493412,-1.4082726424545366,0.9277751864675473
14186,13,0.30335632479258656,0.09712451927893748,-1.911410601161778,1.5484947275681789
14303,13,0.30403620018631283,0.101023251043797,-1.7606108399081755,2.265492546176173
16899,13,0.31671668094883065,0.11453948889858527,-2.4191065227008504,1.4723827377679182
18910,13,0.3258790122843681,0.13375075854181528,-1.7974630349385892,0.7529583568532147
15836,14,0.31133166235344767,0.09620312885977714,-1.8808800096852925,1.605763405098398
16965,14,0.31698951656259877,0.0751915131148787,-1.843000025873876,0.94239316446139
17124,14,0.3177871057633782,0.03724843552991643,-1.3943154659710302,0.8212188949288581
18282,14,0.3231126839034024,0.11581526841549172,-2.4272616150157464,1.4910038272434312
20609,14,0.33295189547176074,0.10402457287729722,-1.8174053050292704,2.1538243453380255
22432,14,0.34011804129798817,0.13951336547409476,-1.748657308448992,0.7391471421005463
22622,14,0.3407244810645368,0.13292172710172667,-1.8549674925853246,0.7338623974166202
22796,15,0.34133209005946763,0.037484087419718995,-1.6068291535578916,1.124433951433304
23429,15,0.34361013437270294,0.09626234294002461,-1.7859697063294357,0.8299702518110832
25283,15,0.3503034602160989,0.1404980845208728,-1.8608938885379527,0.7206096406307853
26908,15,0.3557538182543549,0.14235504436757931,-1.797570346210387,0.6756559138226087
28084,15,0.35952696154988484,0.10159184905140514,-2.5962578588814873,1.4562573265398484
28194,15,0.35991988048781876,0.09511876709546173,-2.022263449157574,1.9819440409426055
29258,16,0.363208121966878,0.037006643455544726,-1.86343127848199,1.156153208576124
29478,16,0.36388068535969453,0.09526248397363783,-1.7155961077569695,0.7694276908854185
29908,16,0.3651671675482092,0.10051502939795512,-2.5928988638125423,1.499689436091652
33195,16,0.374649209770752,0.09944731075830596,-1.687379099246864,0.6087346986039636
35288,16,0.3804110442217118,0.08979408721723063,-2.1396185909527112,2.026416008902353
35820,16,0.38189560806895395,0.1416097301777184,-1.9677146348126293,0.7957768832930404
34893,17,0.37936093786577163,0.027996812202059265,-1.6573467824464125,1.273870610360051
38602,17,0.38923562170518533,0.09307515838419725,-1.592976363527272,0.6837737674443988
38863,17,0.38994675001805956,0.12001048079412474,-2.47016867853331,1.5272902882727595
40733,17,0.39454958953545916,0.1220613418512736,-2.633934039289317,1.3478161485354638
43148,17,0.4004103231460633,0.08525927394443499,-2.1535109737105445,2.001345500101147
44982,17,0.4046068744230259,0.13487218854802357,-2.1160724710703067,0.7359267657629822
38718,18,0.38952045710083805,0.0213948243637166,-1.846334696739338,1.4178963720865432
41478,18,0.3963671322224319,0.09436402117827036,-1.6399429647556762,0.7253142960811039
44712,18,0.4039752432252336,0.1260017531842089,-2.568335944133072,1.5230959955906997
49591,18,0.4144764740693755,0.12407684629323447,-2.4965622243581937,1.3271745009653833
49727,18,0.4147127176811767,0.08821669892779675,-2.1916377838023626,2.112238302046079
51799,18,0.4190355906326124,0.13603366157401195,-2.2088536160293084,0.7020980553094358
47405,19,0.40996334792635036,0.015595196417831005,-0.8842228324043451,1.7225031726329667
52617,19,0.4207229225752426,0.1274379869361916,-2.6823563190753763,1.5212565238042048
54423,19,0.4242151935820502,0.08490048325998847,-1.2038198650136873,0.6837354408988647
59318,19,0.4335512524390758,0.08079299952732825,-2.4299615249942237,2.0985951804532044
59822,19,0.43448766866235355,0.1170998239263508,-2.551555350169112,1.3041009527927017
60662,19,0.435986021998082,0.139909273038022,-2.3368905931989037,0.6118533939530734
57800,20,0.43060709969527633,0.08866895902636576,-1.2779109781415907,0.659935372870382
59708,20,0.43427155925855665,0.019999302729576143,-0.5413489739817084,0.9873341695594532
60296,20,0.43532127829909417,0.11884863725182107,-2.707163641601075,1.487989604089625
66205,20,0.44535935082719036,0.0803081822599255,-2.311307939598495,2.1608909036923225
69773,20,0.45131699877459075,0.12344845276196798,-2.4946547003140775,1.3123714182284147
72564,20,0.45579754423458485,0.13618837574985568,-2.513065660635817,0.6543350683728975
73456,20,0.45729505167037066,0.12929318708659535,-2.5437056826462996,1.255393305965483
70712,21,0.4528185801189989,0.08362217350040294,-1.3775456307552905,0.8446401129771688
70874,21,0.4530670773583487,0.02293380371366148,-1.125905597897523,1.4389860801958072
72878,21,0.45632533000279296,0.1106307736021751,-2.645867262598123,1.6048213400881497
77211,21,0.4630213246579187,0.07614409630178341,-2.0760460475384197,2.100833709377114
79983,21,0.4671264952466718,0.11400630227980298,-2.521748865390691,1.4461039524083645
80773,21,0.46835400762421797,0.09055713018778255,-2.5719754316423886,1.5342137425534073
83252,21,0.4720130029859593,0.1302190085632117,-2.6193811521960377,0.7379740622612336
84452,21,0.47375028452252577,0.1264209164575766,-2.559729667773876,1.142516976777663
86455,21,0.4767397756247669,0.11428508486113745,-2.7292653173454986,1.233374535166459
91558,21,0.4836496234645996,0.1023133224126549,-2.6510817732212897,1.2223894484769176
92243,21,0.484532376210021,0.11136335651346346,-2.9599364293973798,1.2858710174738284
76759,22,0.46232176937758473,0.02928854923707492,-1.0176624798896263,1.2581515014144893
85571,22,0.4754110774956255,0.0936806061317015,-1.634377231061462,0.7026228631889745
85574,22,0.4754124648847966,0.08514111142286224,-2.0539719631974784,2.1700468007741853
95014,22,0.4881205141783127,0.06919340165033028,-2.3397627084054213,2.1722025637914806
100204,22,0.4947656140869019,0.11643408547698994,-2.672324637480969,0.8309290141380204
103856,22,0.49927724700949216,0.1027768121187907,-2.8632132636656342,1.288982201916776
112157,22,0.5095282345408955,0.09442912048597281,-2.6322511019948687,1.210303314687725
91522,23,0.4836125655902257,0.02611690262750643,-0.2456025557091424,1.1240381806024096
94074,23,0.486896999389716,0.04500687991166175,-1.4408790793517345,1.3094715062924323
96656,23,0.49029136556395536,0.04879264454105688,-0.9632426532442238,1.332642524590448
108425,23,0.5048243319556738,0.07521748689917507,-2.2747606674243124,2.1346999367082344
108487,23,0.5049021209864127,0.10621880470953411,-1.9510314785319796,0.739497977177713
119658,23,0.5192986032120285,0.08663925099071587,-2.597407400139401,1.1727675420465182
129504,23,0.5329363808078695,0.09842712078436308,-2.693168974838892,1.0384012458793375
102554,24,0.49770452418321787,0.024516303792230354,-0.2729922031510529,1.6694492279136728
103415,24,0.49872572512119673,0.038196974813947716,-1.292227838934963,1.4010207077108225
110346,24,0.5072101914022177,0.06046258177554708,-1.048155309167587,1.3047825075678563
123602,24,0.5245527212010649,0.0679770391177351,-2.2978801367164166,1.8816299932596123
127119,24,0.5295756857861663,0.1094171578181544,-2.2782877395144694,0.7617518001493553
134642,24,0.5407418331217774,0.0886000390739132,-2.5875498391102796,0.9652678812398074
138286,24,0.5464096409538455,0.1055130163406969,-2.6019057778818855,0.994291267155108
118601,25,0.5179252609588664,0.06807040543535946,-1.051349184336947,1.3486447140862876
122291,25,0.5228586909319608,0.02680193295127179,-0.9952582377984168,1.353056115608912
128834,25,0.5319992167308856,0.05150057140899962,0.02101755711365708,1.385444468998997
136662,25,0.5437990246319808,0.07490055914860515,-2.261797933352391,1.65856240656554
144447,25,0.5564938581130134,0.060911655222127783,-2.5933270217861186,1.7321278297587097
147325,25,0.5614258315507791,0.11225785921307949,-2.59002198959892,0.9147223997704088
147431,25,0.5616160327346175,0.09519545799388227,-2.5485820759266207,1.0083161171724198
133884,26,0.5395639033737147,0.07281694466474381,-0.9610196493296568,1.628430788127461
140249,26,0.5495861983277005,0.07877698507741898,-2.2752803268537662,1.6663860199797687
142285,26,0.5529449022890103,0.0610939385256347,-0.807542051647495,1.413017376014346
145380,26,0.5580596100295356,0.046768334246038615,-0.4831365374046128,1.5200589795444823
