element,level,t,r,theta,phi,Interval size,Height,D
0,0,0.0,0.0,0,0,18326,10,4
9,1,0.8827027369037399,0.8401032957554936,1.5119944957862552,1.618688842086274,18326,10,4
50,2,1.3620292023828917,0.9280471910125963,1.5009243759035418,1.3131818147313064,18326,10,4
62,3,1.432942562559879,0.9198920143614743,1.469233612988482,1.3660804473183916,18326,10,4
159,4,1.811722189811329,0.9661832895034945,1.6208042736783914,1.5490405655817574,18326,10,4
334,5,2.1975926184662486,1.0636952850604275,1.356367478851071,1.3984843779825384,18326,10,4
628,6,2.5761761484069434,1.0450856391675085,1.012638281337699,1.4717048489410003,18326,10,4
1325,7,3.0984995767594627,0.8449501329450466,1.2373279513839184,1.2220042512785032,18326,10,4
1394,7,3.1381962061029722,1.1548174162213451,1.0802273281811663,1.4266933696989432,18326,10,4
2490,8,3.635856280071109,1.1208669026820108,0.9597641405768087,1.0759913615234,18326,10,4
2937,9,3.7815976244678753,1.2042572340023456,0.9812536266429275,1.0067566662161622,18326,10,4
4121,10,4.107322817873717,1.2668571345995743,1.1486917850999487,0.9292147878804047,18326,10,4
6311,11,4.563776148009625,1.557393307100857,1.0876286268501167,1.0162822510307252,18326,10,4
8711,12,4.9399188521990265,1.7559775260648307,0.9932070036871573,0.8481865403693879,18326,10,4
12279,13,5.491745872479297,2.028355957937883,1.046465468959011,0.6052541107877255,18326,10,4
13339,14,5.692276173548328,2.0138203771700374,1.048895313854453,0.6169349963215803,18326,10,4
13995,15,5.84440467672961,2.083829759607888,1.0410630914171217,0.5744580907134188,18326,10,4
14983,16,6.092104635793836,1.9113409943038742,1.1179312936104302,0.545630211132897,18326,10,4
16190,17,6.499676078940944,1.8684102361688757,1.059315600154423,0.3539032178987317,18326,10,4
17214,18,7.045099076904022,1.6406016377438317,0.6340498875060686,0.20762798071812028,18326,10,4
17692,19,7.412364786413036,1.336937459119743,0.8079057290987981,0.2334135221111659,18326,10,4
18040,20,7.903902364413479,0.9535415404199804,-1.5633185826378249,0.02860104432639419,18326,10,4
18093,20,7.996369725012116,1.0524487572337144,0.5040740577811229,0.21049586650997984,18326,10,4
18178,21,8.215520428688327,0.9769787534755447,0.41591356248432976,0.20146560154605953,18326,10,4
18293,22,8.760868936267666,0.8115182652277122,0.6648070224091184,0.6913545035251287,18326,10,4
18306,23,8.914517951270051,0.744699027985335,0.669941272904739,0.6016965295429457,18326,10,4
18319,24,9.129199135962274,0.5896489362736549,0.8390632374101521,0.725199287251872,18326,10,4
18326,25,9.525292004799347,0.3480387020223658,0.5690530492446769,1.281679668103737,18326,10,4
18327,26,10.0,0.0,0,0,18326,10,4
0,0,0.0,0.0,0,0,18326,10,4
1,1,0.4652574647210983,0.451172096681704,-1.2364839864422512,0.27685809490005253,18326,10,4
2,1,0.6404271288897412,0.5988142952070278,1.1381605717243828,2.0602292992151003,18326,10,4
4,1,0.7918175277762041,0.37818009499551103,2.659880972758251,1.878336912355432,18326,10,4
5,1,0.8571502077435345,0.8400903380732214,2.408315622769073,1.2941918176146254,18326,10,4
10,1,0.9041016175143124,0.7304026095269992,-2.008334137315593,2.500325992321696,18326,10,4
13,1,0.9448709069034988,0.5007821836277039,2.800233795191728,2.339421287553359,18326,10,4
20,1,1.1024945501558725,1.061579166163174,-3.1236751407437806,2.71334860216253,18326,10,4
18,2,1.0750419580757276,0.7035668678186646,2.331064956272911,0.6495412032375552,18326,10,4
26,2,1.1840791062765421,0.7629575012638488,2.5492390611114075,1.1063659847548635,18326,10,4
28,2,1.2073872369442695,0.23987811715366675,-2.628910261924529,2.407094901895157,18326,10,4
29,2,1.2272250780887306,0.8944848993490965,-2.1593794146028005,2.309653155403278,18326,10,4
