element,level,t,r,theta,phi,Interval size,Height,D
0,0,0.0,0.0,0,0,654,10,4
2,1,0.957932828375313,0.680363281278172,0.7064316145409266,0.8941845308553625,654,10,4
14,2,2.029197757501575,1.2092649599766037,0.15362421815224586,1.565643764180703,654,10,4
38,3,2.8330878700970494,1.0505432306611193,0.1587468443323923,1.2553259722299959,654,10,4
87,4,3.5505014393700507,1.4243789371480355,0.502871670909885,1.59996833640754,654,10,4
199,5,4.422383351312035,1.5664068419729187,0.6462614874895831,1.835135884675167,654,10,4
340,6,5.101247264557558,1.9443449481952362,0.3987867468346446,1.7623720829459564,654,10,4
601,7,6.750209722626476,2.0119645591949746,-0.462918231542097,1.7435511396098544,654,10,4
637,8,7.479157094002543,1.5775874215349692,-0.4242704103710629,1.65992383356722,654,10,4
646,9,8.02690702155955,1.9261211540002976,-0.31849457984611557,1.61574793130614,654,10,4
652,9,8.334393436697336,1.2748387997480168,-0.5978984808012893,1.5389389594248717,654,10,4
654,9,9.088196739123013,0.6172097795718644,-1.1233187785281975,0.9661182041943113,654,10,4
655,10,10.0,0.0,0,0,654,10,4
0,0,0.0,0.0,0,0,654,10,4
2,1,1.6514678388260107,1.5077549550256009,-2.227333585408655,1.352942887313735,654,10,4
8,2,2.165502012364411,1.4132642552090215,-2.2271114006745885,1.5308885403654098,654,10,4
34,2,2.7704066689830062,1.9887130889580646,-2.071487078112743,1.7223857805093736,654,10,4
48,3,3.04465033000769,1.8932471024372872,-2.0955463147560383,1.7212122953079325,654,10,4
91,4,3.6597467678229965,1.5883342437398427,-2.038370122346954,1.881116115896,654,10,4
225,5,4.609807812221364,1.8887954250324719,-1.9283437458102792,1.6999149594039036,654,10,4
359,6,5.138918345138617,1.6732563632453161,-1.7798710464928,1.664057923882869,654,10,4
545,7,6.178937261549136,1.3580058353374813,-1.3707529032393848,1.6477576804558765,654,10,4
588,8,6.57630135225331,1.3468002268283052,-1.116243849192379,1.6111882731543332,654,10,4
617,9,7.036492353288083,1.115679333651123,-1.0634084408705138,1.8334362040325005,654,10,4
643,10,7.85016972367139,0.5297342622527861,-1.2272500287569048,1.5137318531993573,654,10,4
652,10,8.579671265579737,1.194621288612677,0.10756446657819196,2.0415151514815406,654,10,4
653,11,9.078922306648302,0.6528252976616741,-2.7913316912245296,1.0523071092334948,654,10,4
654,11,9.441038666155459,0.4955518143053879,-0.4196286214850101,1.9058619401201313,654,10,4
655,12,10.0,0.0,0,0,654,10,4
0,0,0.0,0.0,0,0,654,10,4
1,1,1.4750419833579842,1.4389482407035867,-1.3488520530336428,2.4257293356179264,654,10,4
7,2,1.9493135970436537,1.477320578177923,-1.652978074353736,2.280896917975841,654,10,4
49,3,3.2304818945381806,1.5480617576360478,-0.7265380163113102,2.8747103291659246,654,10,4
80,4,3.5994936630687047,1.5834850872021513,-1.2616672210379793,2.76929468471475,654,10,4
211,5,4.53399736773903,1.1333390519639532,-0.7614975476407202,2.363740766623188,654,10,4
464,6,5.650770402126159,1.193813245519369,-1.3334613696912365,2.4064916971756,654,10,4
581,7,6.477454772869736,1.5495036204788055,-1.164889779879822,2.0594876481300606,654,10,4
610,7,6.8510930718843515,1.3648412843557791,-2.8067899127898377,2.984570183093039,654,10,4
626,7,7.0789273282664,1.6660079432084278,-1.3654080209712975,2.5108761564550717,654,10,4
639,8,7.518178570754657,1.220740707002008,-1.928854951953944,2.119669831707181,654,10,4
643,8,7.748416305205319,1.3029044447079454,2.190064294306481,3.0841501894921333,654,10,4
644,8,7.767173122522335,1.4481202201097654,-2.081532569626626,2.5726476784721717,654,10,4
651,9,8.37589493113612,1.3018830029204964,2.993942977428872,2.791200613764106,654,10,4
653,9,8.725367325132146,1.0158795126643694,-1.9024229012639735,1.699646283570707,654,10,4
654,9,9.211379931777643,0.5087672258521408,1.273999714358487,2.6495223538571495,654,10,4
655,10,10.0,0.0,0,0,654,10,4
0,0,0.0,0.0,0,0,654,10,4
1,1,0.994316202184129,0.24282590140557564,-2.3211675946036805,2.2180832377211535,654,10,4
2,1,1.3777533833046407,1.2753260767550887,2.8362406884325946,1.2592441644091021,654,10,4
4,1,1.4186122081048458,0.8377277120318912,2.2923650847497368,1.4665356793712265,654,10,4
6,1,1.4436071336638112,1.0222409845533567,1.1652505033672216,1.4668881831958511,654,10,4
8,1,1.6501526171674097,0.6966590595244747,2.2125201562987225,0.7531548062462896,654,10,4
9,1,1.7834600583727833,1.5632765715405106,1.9586092034659779,1.0053187451240955,654,10,4
14,2,2.0685564651891006,1.2066001789000573,2.904844003660797,2.2591865177353774,654,10,4
29,2,2.5449697318378295,1.145230861775261,2.0461403664797544,1.2520572619694323,654,10,4
120,3,3.846345727715099,2.1981966107471087,2.2431261827698092,1.6643236131736754,654,10,4
222,4,4.4864016248512915,2.2494582746646596,2.368257300252059,1.6640419179639399,654,10,4
339,5,5.110944290987499,2.794643407200731,2.3317800866999434,1.7547413534855456,654,10,4
501,6,5.8734874905039325,2.4015457556302153,2.4818787220036995,1.7055699790840861,654,10,4
586,7,6.566613888501941,2.1315167617812913,2.525005740776624,1.6810338928360873,654,10,4
628,8,7.461200933704345,1.8742959731663043,2.4452601465000705,1.9259709105054075,654,10,4
649,9,8.309682136291622,1.3836944307591044,2.5849782351822244,2.2991351978523955,654,10,4
651,9,8.70815497655737,0.9024146618659046,2.313650991621609,1.6967573724273015,654,10,4
653,10,8.836306795179471,1.0756501875613558,2.4034066498967905,2.0455805753263436,654,10,4
654,10,9.001046635404768,0.9433317261212304,2.270395324362828,1.9291150193780258,654,10,4
655,11,10.0,0.0,0,0,654,10,4
0,0,0.0,0.0,0,0,654,10,4
1,1,1.0194450810422329,0.9881099920823332,1.9694205199197483,1.6717403949708234,654,10,4
