element,level,t,r,theta,phi,Interval size,Height,D
0,0,0.0,0.0,0,0,20944,10,4
1,1,0.4423136252855786,0.16334149506235657,2.5412616691554466,0.37979877764786685,20944,10,4
10,2,0.8464703281789931,0.5018776095587252,0.6152820719515508,0.44160335721397,20944,10,4
37,3,1.0942858677412304,0.6786602646894089,0.6196396506379378,0.5032393290333097,20944,10,4
59,4,1.2534658224298856,0.743650714527945,0.26381183080533205,0.40549051148801984,20944,10,4
126,5,1.5882088964710273,0.8390954276452736,0.4509318016545283,0.6857833895624253,20944,10,4
145,5,1.6885470660137647,0.8791972827552123,-1.2988090498407698,0.27706935619036577,20944,10,4
163,5,1.7354531920174487,0.7659051701689155,-0.04692606991936744,0.8719456452779294,20944,10,4
208,6,1.831116370239736,0.969957961001216,0.3235055153111715,0.8835608605031499,20944,10,4
409,6,2.2035093466460856,0.6940003273232681,-0.6935357490004186,1.205891714018471,20944,10,4
529,6,2.347608547528833,1.0534064486073584,-1.4440875309367363,0.8739046066548936,20944,10,4
383,7,2.1745165121796326,0.845661982440346,0.6574192256542384,0.9946805800584098,20944,10,4
433,7,2.2256283924858944,1.2028307905131312,0.6474538589635376,0.8220912187098411,20944,10,4
556,7,2.3869500893168496,1.2100014484098067,0.020735212293898155,0.7844646989229633,20944,10,4
588,7,2.4131623319462947,0.6282970005401759,0.25973708206845914,1.3409540441446512,20944,10,4
809,7,2.6177116880070628,1.181622647818444,-1.5260582673663095,1.038143368118019,20944,10,4
927,7,2.7247610638546114,0.841327226434702,-0.7627842413484868,0.9335206068965003,20944,10,4
960,7,2.7473262440266035,0.7043651183604221,-0.8374419688105367,1.7112932078110061,20944,10,4
1188,7,2.88470877996032,0.7720117099171994,-0.6709534452172456,1.5958577970211112,20944,10,4
758,8,2.5838581483184777,0.6629990274932197,0.7716305783763936,0.9156721329539326,20944,10,4
855,8,2.660566840853088,0.9433537354451158,0.3073065946088759,0.9765242310968306,20944,10,4
1049,8,2.8033624906848695,1.0298692673600995,0.48971809168256936,0.5745914987807169,20944,10,4
1344,8,2.9788875013630953,0.817946488057624,-0.5898530880765285,0.5205254423420035,20944,10,4
1499,8,3.0659317208804815,0.8406975460327064,-1.4394535126557209,0.821114384411181,20944,10,4
1753,8,3.200646832775372,0.6366581648814984,-0.8397742892372067,1.920195301500346,20944,10,4
1834,8,3.2360328707334283,0.6093123564779892,-0.5331016111728648,1.2947531470415177,20944,10,4
1945,8,3.2859448470634356,1.082092764954609,-1.0653793391676774,1.9799885891978646,20944,10,4
2066,8,3.334493045544277,1.4379536213943127,-1.4328858475637547,1.3518101967906337,20944,10,4
1246,9,2.9269339492064406,0.6175163052278015,0.14567487557597475,1.0031087313204399,20944,10,4
1292,9,2.950277205257362,0.7725640808682717,0.08830034893195089,1.1495305203603483,20944,10,4
1454,9,3.0411997822716774,1.1883336808633682,0.10553509354704921,0.9772227859340175,20944,10,4
1539,9,3.0888733097718433,0.3194517921158911,0.45911290467160437,0.6478736823785448,20944,10,4
1717,9,3.1826479911348846,1.0647949559826506,0.011320373581010054,1.3914756444003087,20944,10,4
1727,9,3.1867476198776234,1.350636436476355,0.4259516866698524,0.6779411006478387,20944,10,4
1911,9,3.2727384323204767,0.7541998261543856,-0.433464290710994,1.0510321829469977,20944,10,4
2036,9,3.3232810002619217,0.7347457530557001,-1.085134160040784,0.7772090056811451,20944,10,4
2689,9,3.5633690518243033,0.7350171356227121,-0.9679985596129477,1.3620169443760057,20944,10,4
3058,9,3.6736500677762143,1.4336258223419684,-1.3236349203956812,1.4901405734450148,20944,10,4
3253,9,3.7301979670565877,0.813065646571204,-1.3664777582095204,1.7887928015367314,20944,10,4
1912,10,3.27316445339941,0.585564714176365,-0.12245439196267104,1.495862856206392,20944,10,4
1994,10,3.304384456452661,1.1009645413447866,0.053361057292425206,0.9822522081817124,20944,10,4
2156,10,3.3689531333996725,0.5032161201588247,1.2109162870872936,0.8000706980447205,20944,10,4
2212,10,3.388900370360136,1.4410095484513847,0.07389671808240199,1.1460908113476131,20944,10,4
2314,10,3.4288309793239016,0.21934531391852446,2.6171158882937795,0.8784416792765406,20944,10,4
2423,10,3.467387456706704,0.9906900625005151,0.041418082444201976,1.4609723664857202,20944,10,4
2484,10,3.4934993634743883,0.9244696146434253,0.38753466626869876,1.1935184894871331,20944,10,4
2882,10,3.6243318950224337,1.455730986396113,0.6399072530015965,0.5758206384513409,20944,10,4
3125,10,3.6937913057232787,0.9510723708545528,0.3950876211307091,1.541682684615093,20944,10,4
3139,10,3.6971906531942067,0.3831404839268524,1.1523924340390914,1.7866437937837816,20944,10,4
3369,10,3.761595758660883,0.9952760877205925,-0.8991512477516834,1.2844874976962477,20944,10,4
3375,10,3.7627428229687485,0.48822774064502744,-1.4664866768266116,1.4141613480030595,20944,10,4
3561,10,3.8113053040326883,0.5424421109754516,1.9335191046005498,1.9927923108023256,20944,10,4
